Begin Up, End Up
564.985, 565.003
565.058, 565.094
565.124, 565.148
565.186, 565.209
565.317, 565.335
565.361, 565.379
568.161, 568.184
568.207, 568.229
568.253, 568.274
568.318, 568.337
568.364, 568.385
568.411, 568.431
568.455, 568.492
568.515, 568.537
568.563, 568.582
568.608, 568.629
568.65, 568.672
568.698, 568.719
568.74, 568.761
568.785, 568.806
568.827, 568.848
568.869, 568.89
568.915, 568.937
568.958, 568.979
569.002, 569.024
569.046, 569.068
569.089, 569.111
569.132, 569.154
569.178, 569.199
569.22, 569.241
569.263, 569.283
569.305, 569.324
569.344, 569.362
569.384, 569.403
569.423, 569.442
569.483, 569.5
569.522, 569.54
569.56, 569.579
572.717, 572.739
572.775, 572.797
572.828, 572.851
572.873, 572.891
572.928, 572.949
572.971, 573.006
573.029, 573.064
573.088, 573.11
573.13, 573.148
573.177, 573.195
573.229, 573.253
573.273, 573.291
573.317, 573.335
573.364, 573.382
573.407, 573.426
573.454, 573.472
573.497, 573.516
573.541, 573.559
573.588, 573.606
573.631, 573.65
573.675, 573.693
573.721, 573.74
573.765, 573.783
573.808, 573.827
573.854, 573.872
573.898, 573.916
573.941, 573.959
573.988, 574.006
574.031, 574.049
574.075, 574.093
574.12, 574.138
577.025, 577.046
577.088, 577.11
577.134, 577.156
577.2, 577.222
577.247, 577.269
577.291, 577.312
577.339, 577.361
577.464, 577.482
577.51, 577.531
577.556, 577.578
577.605, 577.627
577.648, 577.669
577.693, 577.715
577.739, 577.761
577.783, 577.804
577.828, 577.849
577.871, 577.892
577.914, 577.935
577.962, 577.985
578.006, 578.027
578.051, 578.073
578.094, 578.116
578.137, 578.158
578.183, 578.205
578.226, 578.247
578.269, 578.291
578.333, 578.351
578.384, 578.403
578.449, 578.481
578.504, 578.527
581.561, 581.603
581.634, 581.667
581.694, 581.726
581.747, 581.77
581.803, 581.835
581.856, 581.879
581.91, 581.933
581.965, 581.987
582.017, 582.048
582.069, 582.101
582.124, 582.156
582.178, 582.21
582.235, 582.267
582.286, 582.304
582.338, 582.355
582.39, 582.408
582.446, 582.481
582.532, 582.566
582.597, 582.616
582.644, 582.668
582.692, 582.71
582.741, 582.759
582.786, 582.803
582.828, 582.847
582.877, 582.895
582.922, 582.94
582.989, 583.006
583.056, 583.08
583.106, 583.125
583.156, 583.175
585.97, 586.007
586.032, 586.055
586.08, 586.103
586.127, 586.15
586.174, 586.197
586.225, 586.248
586.27, 586.293
586.313, 586.335
586.358, 586.38
586.401, 586.424
586.445, 586.467
586.49, 586.512
586.534, 586.557
586.583, 586.605
586.628, 586.65
586.679, 586.701
586.722, 586.744
586.767, 586.79
586.815, 586.837
586.862, 586.884
586.904, 586.926
586.947, 586.969
586.992, 587.015
587.035, 587.057
587.079, 587.101
587.124, 587.146
587.166, 587.188
587.21, 587.233
587.256, 587.279
587.299, 587.319
587.339, 587.357
587.378, 587.397
590.482, 590.512
590.541, 590.56
590.589, 590.608
590.634, 590.652
590.677, 590.695
590.721, 590.743
590.764, 590.786
590.807, 590.826
590.849, 590.867
590.891, 590.91
590.935, 590.953
590.977, 591
591.019, 591.037
591.062, 591.081
591.105, 591.123
591.146, 591.164
591.19, 591.208
591.232, 591.25
591.275, 591.292
591.317, 591.335
591.356, 591.374
591.4, 591.417
591.439, 591.458
591.478, 591.496
591.519, 591.537
591.562, 591.581
591.601, 591.618
591.642, 591.66
591.68, 591.699
591.718, 591.737
591.758, 591.776
594.709, 594.743
594.77, 594.793
594.814, 594.832
594.875, 594.892
594.939, 594.958
594.985, 595.007
595.028, 595.046
595.07, 595.087
595.113, 595.131
595.156, 595.174
595.202, 595.219
595.243, 595.261
595.285, 595.302
595.333, 595.369
595.403, 595.443
595.473, 595.513
595.541, 595.576
595.723, 595.741
595.79, 595.83
595.857, 595.897
595.921, 595.959
595.985, 596.024
596.046, 596.084
596.105, 596.143
596.167, 596.205
596.227, 596.266
596.288, 596.322
596.343, 596.374
596.394, 596.425
596.449, 596.49
599.442, 599.487
599.51, 599.533
599.582, 599.62
599.641, 599.679
599.702, 599.739
599.764, 599.802
599.825, 599.853
599.914, 599.964
599.995, 600.034
600.06, 600.099
600.125, 600.164
600.188, 600.226
600.249, 600.287
600.31, 600.348
600.37, 600.409
600.43, 600.487
600.514, 600.554
600.575, 600.613
600.636, 600.675
600.696, 600.734
600.755, 600.793
600.819, 600.858
600.884, 600.923
600.947, 600.985
601.013, 601.051
601.074, 601.112
601.14, 601.178
601.205, 601.243
601.264, 601.303
601.323, 601.355
604.173, 604.216
604.242, 604.282
604.305, 604.345
604.367, 604.406
604.427, 604.475
604.498, 604.538
604.562, 604.6
604.62, 604.658
604.682, 604.72
604.745, 604.783
604.802, 604.841
604.866, 604.904
604.925, 604.964
604.986, 605.025
605.048, 605.086
605.108, 605.146
605.166, 605.204
605.226, 605.264
605.285, 605.324
605.343, 605.374
605.395, 605.426
605.445, 605.477
605.496, 605.526
605.549, 605.58
605.6, 605.631
605.652, 605.684
605.703, 605.734
605.757, 605.783
605.813, 605.844
605.864, 605.895
605.913, 605.944
605.966, 605.997
608.837, 608.88
608.908, 608.932
608.967, 608.99
609.071, 609.09
609.186, 609.211
609.241, 609.273
609.306, 609.337
609.356, 609.387
609.408, 609.438
609.458, 609.489
609.509, 609.54
609.561, 609.592
609.612, 609.643
609.669, 609.7
609.721, 609.753
609.781, 609.813
609.841, 609.872
609.9, 609.931
609.954, 609.974
610.011, 610.03
610.063, 610.082
610.115, 610.146
610.168, 610.199
610.22, 610.252
610.27, 610.301
610.323, 610.355
610.374, 610.405
610.425, 610.456
610.477, 610.509
610.53, 610.56
610.58, 610.611
613.429, 613.476
613.503, 613.524
613.579, 613.599
613.647, 613.666
613.713, 613.732
613.925, 613.959
613.993, 614.012
614.063, 614.082
614.125, 614.144
614.189, 614.208
614.257, 614.285
614.32, 614.344
614.374, 614.401
614.424, 614.444
614.48, 614.503
614.537, 614.559
614.596, 614.618
614.669, 614.687
614.726, 614.748
614.772, 614.794
614.818, 614.841
614.866, 614.889
614.926, 614.959
614.989, 615.007
615.04, 615.062
615.082, 615.104
615.124, 615.146
615.168, 615.19
615.211, 615.234
615.254, 615.276
618.081, 618.108
618.135, 618.157
618.179, 618.201
618.225, 618.248
618.269, 618.291
618.312, 618.334
618.358, 618.378
618.401, 618.423
618.443, 618.464
618.486, 618.509
618.529, 618.551
618.573, 618.595
618.616, 618.638
618.657, 618.679
618.701, 618.723
618.743, 618.765
618.784, 618.806
618.828, 618.849
618.872, 618.894
618.914, 618.936
618.958, 618.98
618.998, 619.021
619.039, 619.062
619.084, 619.105
619.125, 619.148
619.17, 619.192
619.212, 619.235
619.255, 619.277
619.301, 619.322
619.343, 619.366
619.385, 619.403
619.425, 619.443
622.383, 622.411
622.441, 622.459
622.492, 622.51
622.537, 622.556
622.581, 622.599
622.628, 622.645
622.672, 622.691
622.717, 622.736
622.76, 622.778
622.801, 622.819
622.844, 622.862
622.887, 622.905
622.928, 622.946
622.97, 622.988
623.013, 623.035
623.158, 623.183
623.259, 623.282
623.312, 623.333
623.36, 623.381
623.41, 623.427
623.468, 623.487
623.521, 623.539
623.576, 623.594
623.623, 623.641
623.669, 623.688
623.718, 623.736
623.765, 623.783
623.81, 623.828
623.857, 623.875
623.899, 623.917
623.947, 623.965
626.816, 626.848
626.873, 626.895
626.92, 626.938
626.966, 626.984
627.021, 627.039
627.064, 627.083
627.108, 627.13
627.153, 627.175
627.195, 627.217
627.238, 627.26
627.283, 627.304
627.327, 627.349
627.369, 627.391
627.413, 627.431
627.451, 627.469
627.488, 627.507
627.531, 627.549
627.573, 627.591
627.611, 627.629
627.651, 627.669
627.689, 627.707
627.729, 627.747
627.768, 627.786
627.806, 627.823
627.845, 627.863
627.883, 627.901
627.922, 627.939
627.967, 627.986
628.005, 628.024
628.043, 628.061
630.839, 630.871
630.904, 630.926
630.951, 630.973
630.995, 631.016
631.041, 631.063
631.087, 631.109
631.132, 631.154
631.176, 631.198
631.222, 631.244
631.27, 631.292
631.323, 631.345
631.366, 631.388
631.412, 631.43
631.454, 631.472
631.492, 631.509
631.53, 631.548
631.573, 631.59
631.625, 631.645
631.679, 631.697
631.735, 631.753
631.786, 631.804
631.836, 631.854
631.888, 631.906
631.944, 632.1
632.12, 632.145
632.192, 632.228
632.259, 632.284
632.315, 632.337
632.357, 632.376
632.395, 632.417
635.337, 635.37
635.398, 635.42
635.442, 635.464
635.487, 635.509
635.531, 635.553
635.576, 635.598
635.621, 635.642
635.665, 635.688
635.708, 635.73
635.751, 635.773
635.795, 635.815
635.836, 635.857
635.88, 635.901
635.921, 635.943
635.964, 635.985
636.009, 636.03
636.051, 636.073
636.094, 636.115
636.136, 636.158
636.179, 636.201
636.224, 636.246
636.267, 636.288
636.308, 636.33
636.351, 636.373
636.393, 636.413
636.432, 636.45
636.484, 636.503
636.527, 636.545
636.565, 636.583
636.605, 636.623
636.644, 636.662
636.689, 636.707
639.566, 639.594
639.617, 639.636
639.661, 639.68
639.707, 639.726
639.758, 639.78
639.811, 639.832
639.857, 639.879
639.901, 639.923
639.946, 639.968
639.994, 640.016
640.037, 640.059
640.092, 640.114
640.14, 640.162
640.187, 640.209
640.233, 640.265
640.285, 640.307
640.326, 640.348
640.371, 640.393
640.413, 640.431
640.452, 640.484
640.595, 640.628
640.649, 640.667
640.717, 640.734
640.766, 640.784
640.813, 640.831
640.862, 640.88
640.903, 640.921
640.944, 640.962
640.987, 641.005
641.028, 641.046
641.069, 641.087
643.934, 643.967
643.988, 644.01
644.033, 644.054
644.074, 644.096
644.118, 644.139
644.232, 644.254
644.29, 644.311
644.331, 644.353
644.385, 644.406
644.427, 644.446
644.475, 644.497
644.519, 644.537
644.561, 644.579
644.604, 644.622
644.645, 644.662
644.687, 644.705
644.731, 644.749
644.792, 644.815
644.844, 644.862
644.886, 644.904
644.927, 644.945
644.97, 644.988
645.014, 645.032
645.054, 645.072
645.095, 645.113
645.137, 645.156
645.178, 645.197
645.22, 645.242
645.261, 645.279
645.302, 645.32
648.269, 648.294
648.33, 648.348
648.38, 648.398
648.423, 648.444
648.474, 648.499
648.529, 648.55
648.573, 648.595
648.618, 648.64
648.668, 648.69
648.712, 648.734
648.755, 648.776
648.801, 648.823
648.85, 648.872
648.896, 648.918
648.941, 648.963
648.984, 649.006
649.031, 649.053
649.073, 649.094
649.115, 649.137
649.169, 649.191
649.229, 649.25
649.297, 649.319
649.365, 649.387
649.428, 649.45
649.485, 649.503
649.542, 649.56
649.597, 649.615
649.651, 649.668
649.709, 649.727
649.765, 649.802
653.088, 653.117
653.158, 653.182
653.206, 653.229
653.251, 653.275
653.299, 653.32
653.342, 653.364
653.384, 653.406
653.43, 653.449
653.473, 653.495
653.518, 653.539
653.559, 653.581
653.601, 653.622
653.644, 653.666
653.687, 653.709
653.729, 653.752
653.773, 653.795
653.814, 653.836
653.857, 653.879
653.901, 653.922
653.943, 653.963
653.985, 654.008
654.033, 654.055
654.076, 654.098
654.119, 654.14
654.161, 654.182
654.202, 654.224
654.249, 654.271
654.289, 654.311
654.329, 654.352
654.374, 654.396
654.423, 654.44
654.465, 654.482
657.429, 657.459
657.489, 657.507
657.532, 657.549
657.576, 657.593
657.62, 657.638
657.663, 657.681
657.709, 657.727
657.753, 657.771
657.795, 657.812
657.84, 657.858
657.881, 658.101
658.137, 658.157
658.206, 658.28
658.304, 658.327
658.352, 658.37
658.396, 658.414
658.441, 658.459
658.483, 658.501
658.523, 658.541
658.561, 658.58
658.604, 658.622
658.643, 658.661
658.683, 658.701
658.724, 658.743
658.763, 658.781
658.803, 658.821
658.847, 658.866
658.887, 658.905
658.929, 658.947
658.968, 658.986
659.008, 659.026
661.861, 661.891
661.918, 661.94
661.965, 661.987
662.009, 662.032
662.053, 662.075
662.1, 662.123
662.146, 662.169
662.188, 662.209
662.232, 662.253
662.273, 662.295
662.315, 662.336
662.508, 662.529
662.548, 662.565
662.59, 662.608
662.635, 662.654
662.676, 662.693
662.716, 662.735
662.759, 662.777
662.802, 662.819
662.846, 662.863
662.888, 662.905
662.93, 662.948
662.971, 662.989
663.013, 663.031
663.054, 663.072
663.098, 663.116
663.14, 663.158
663.18, 663.198
663.223, 663.241
663.264, 663.282
666.35, 666.38
666.406, 666.425
666.451, 666.472
666.498, 666.52
666.542, 666.564
666.585, 666.607
666.629, 666.651
666.672, 666.694
666.719, 666.741
666.762, 666.784
666.804, 666.826
666.848, 666.869
666.89, 666.911
666.932, 666.953
666.975, 666.996
667.016, 667.038
667.058, 667.08
667.104, 667.126
667.151, 667.173
667.193, 667.215
667.236, 667.258
667.278, 667.3
667.319, 667.341
667.364, 667.386
667.406, 667.428
667.45, 667.471
667.496, 667.513
667.532, 667.55
667.572, 667.59
667.638, 667.667
670.612, 670.641
670.673, 670.691
670.717, 670.736
670.761, 670.779
670.806, 670.824
670.849, 670.868
670.889, 670.907
670.933, 670.95
670.975, 670.993
671.037, 671.055
671.082, 671.101
671.125, 671.143
671.165, 671.182
671.206, 671.224
671.248, 671.266
671.292, 671.31
671.335, 671.357
671.375, 671.393
671.418, 671.436
671.46, 671.479
671.497, 671.515
671.536, 671.554
671.572, 671.59
671.608, 671.626
671.646, 671.665
671.684, 671.702
671.721, 671.738
671.76, 671.777
671.796, 671.814
671.834, 671.852
671.871, 671.889
671.908, 671.925
674.729, 674.758
674.788, 674.806
674.833, 674.851
674.876, 674.895
674.934, 674.952
674.991, 675.02
675.04, 675.059
675.08, 675.099
675.122, 675.14
675.163, 675.181
675.205, 675.223
675.254, 675.271
675.3, 675.318
675.343, 675.365
675.493, 675.528
675.557, 675.591
675.617, 675.645
675.669, 675.701
675.726, 675.757
675.776, 675.807
675.848, 675.879
675.899, 675.931
675.95, 675.981
676.003, 676.034
676.054, 676.085
676.104, 676.135
676.156, 676.187
676.207, 676.238
676.257, 676.289
676.311, 676.342
676.361, 676.392
679.286, 679.325
679.348, 679.386
679.407, 679.445
679.468, 679.505
679.526, 679.564
679.586, 679.624
679.647, 679.685
679.707, 679.745
679.773, 679.812
679.848, 679.887
679.921, 679.944
680.011, 680.034
680.069, 680.093
680.114, 680.136
680.159, 680.181
680.201, 680.241
680.265, 680.304
680.344, 680.382
680.405, 680.442
680.474, 680.509
680.534, 680.565
680.649, 680.68
680.701, 680.733
680.756, 680.788
680.807, 680.839
680.865, 680.896
680.917, 680.948
680.968, 680.999
681.024, 681.055
681.075, 681.106
684.833, 684.886
684.915, 684.938
684.96, 684.982
685.027, 685.053
685.075, 685.096
685.117, 685.139
685.161, 685.183
685.21, 685.232
685.252, 685.274
685.293, 685.316
685.338, 685.36
685.381, 685.404
685.428, 685.45
685.472, 685.494
685.513, 685.531
685.573, 685.599
685.627, 685.659
685.677, 685.706
685.731, 685.762
685.782, 685.812
685.832, 685.864
685.886, 685.918
685.94, 685.97
685.995, 686.025
686.048, 686.079
686.099, 686.129
686.149, 686.18
686.204, 686.235
686.256, 686.286
686.307, 686.337
686.367, 686.399
686.42, 686.45
689.263, 689.305
689.332, 689.366
689.388, 689.421
689.441, 689.475
689.512, 689.552
689.576, 689.616
689.64, 689.663
689.701, 689.74
689.761, 689.8
689.823, 689.863
689.884, 689.923
689.944, 690.038
690.066, 690.1
690.122, 690.145
690.189, 690.211
690.238, 690.261
690.301, 690.323
690.347, 690.369
690.391, 690.413
690.433, 690.455
690.477, 690.499
690.518, 690.536
690.559, 690.577
690.603, 690.621
690.645, 690.663
690.686, 690.703
690.729, 690.748
690.771, 690.793
690.832, 690.853
690.875, 690.897
690.917, 690.934
693.839, 693.867
693.892, 693.91
693.934, 693.952
693.977, 693.995
694.016, 694.034
694.054, 694.072
694.094, 694.112
694.134, 694.152
694.172, 694.19
694.213, 694.232
694.251, 694.27
694.292, 694.309
694.33, 694.349
694.373, 694.392
694.413, 694.431
694.452, 694.47
694.491, 694.51
694.536, 694.553
694.577, 694.594
694.618, 694.636
694.662, 694.679
694.703, 694.721
694.743, 694.761
694.786, 694.804
694.828, 694.846
694.871, 694.889
694.912, 694.93
694.953, 694.97
694.996, 695.014
695.063, 695.086
697.869, 697.892
697.921, 697.943
697.965, 697.987
698.009, 698.031
698.051, 698.073
698.094, 698.116
698.139, 698.16
698.181, 698.203
698.238, 698.259
698.294, 698.316
698.342, 698.364
698.39, 698.412
698.44, 698.462
698.484, 698.507
698.53, 698.552
698.576, 698.597
698.621, 698.643
698.685, 698.707
698.751, 698.84
698.862, 698.886
698.925, 698.947
698.986, 699.009
699.032, 699.055
699.078, 699.1
699.122, 699.144
699.165, 699.188
699.21, 699.232
699.253, 699.276
699.296, 699.318
699.342, 699.364
702.097, 702.122
702.145, 702.167
702.189, 702.211
702.232, 702.253
702.274, 702.296
702.318, 702.34
702.361, 702.382
702.404, 702.426
702.446, 702.467
702.487, 702.509
702.531, 702.552
702.572, 702.594
702.619, 702.64
702.662, 702.683
702.703, 702.724
702.753, 702.774
702.803, 702.824
702.848, 702.87
702.89, 702.911
702.932, 702.954
702.973, 702.995
703.02, 703.041
703.063, 703.084
703.103, 703.125
703.148, 703.17
703.193, 703.215
703.234, 703.256
703.278, 703.299
703.319, 703.34
703.36, 703.381
703.402, 703.423
703.443, 703.464
706.211, 706.244
706.271, 706.294
706.338, 706.361
706.397, 706.419
706.442, 706.464
706.485, 706.507
706.527, 706.549
706.572, 706.594
706.614, 706.635
706.655, 706.677
706.699, 706.72
706.74, 706.762
706.789, 706.811
706.831, 706.853
706.872, 706.894
706.915, 706.936
706.956, 706.977
706.997, 707.018
707.04, 707.061
707.083, 707.105
707.129, 707.15
707.172, 707.193
707.214, 707.235
707.255, 707.276
707.298, 707.32
707.339, 707.361
707.382, 707.404
707.423, 707.445
707.465, 707.486
707.515, 707.536
707.556, 707.574
710.338, 710.381
710.413, 710.453
710.484, 710.503
710.546, 710.585
710.608, 710.646
710.668, 710.707
710.732, 710.77
710.791, 710.829
710.851, 710.889
710.913, 710.951
711.013, 711.051
711.071, 711.109
711.131, 711.169
711.189, 711.227
711.247, 711.285
711.311, 711.347
711.369, 711.407
711.431, 711.474
711.494, 711.532
711.553, 711.585
711.609, 711.641
711.66, 711.691
711.711, 711.742
711.763, 711.794
711.813, 711.843
711.863, 711.894
711.915, 711.946
711.965, 711.996
712.016, 712.047
712.069, 712.1
714.844, 714.888
714.915, 714.954
714.977, 715.016
715.039, 715.077
715.152, 715.19
715.217, 715.239
715.271, 715.294
715.318, 715.34
715.361, 715.383
715.411, 715.433
715.456, 715.478
715.5, 715.522
715.543, 715.565
715.584, 715.606
715.625, 715.647
715.667, 715.689
715.708, 715.73
715.749, 715.771
715.791, 715.814
715.832, 715.855
715.874, 715.896
715.917, 715.939
715.958, 715.98
716.002, 716.025
716.044, 716.066
716.085, 716.108
716.133, 716.157
716.186, 716.215
716.248, 716.28
716.324, 716.356
719.241, 719.281
719.346, 719.371
719.461, 719.503
719.529, 719.568
719.593, 719.632
719.659, 719.699
719.726, 719.765
719.786, 719.825
719.847, 719.886
719.906, 719.945
719.965, 720.004
720.026, 720.064
720.087, 720.125
720.188, 720.228
720.247, 720.286
720.308, 720.346
720.37, 720.408
720.43, 720.478
720.499, 720.54
720.563, 720.594
720.615, 720.646
720.665, 720.696
720.716, 720.747
720.767, 720.797
720.816, 720.846
720.867, 720.898
720.917, 720.948
720.968, 720.999
721.02, 721.051
721.071, 721.102
721.122, 721.154
721.172, 721.203
723.928, 723.959
723.989, 724.027
724.049, 724.088
724.11, 724.148
724.172, 724.211
724.233, 724.271
724.292, 724.331
724.354, 724.392
724.413, 724.452
724.48, 724.52
724.544, 724.582
724.602, 724.641
724.663, 724.701
724.726, 724.764
724.786, 724.824
724.845, 724.883
724.907, 724.945
724.966, 725.005
725.028, 725.066
725.087, 725.126
725.148, 725.182
725.206, 725.229
725.251, 725.274
725.293, 725.315
725.337, 725.359
725.378, 725.401
725.42, 725.442
725.463, 725.485
725.504, 725.526
725.545, 725.567
725.588, 725.606
728.36, 728.395
728.421, 728.447
728.482, 728.505
728.532, 728.556
728.579, 728.602
728.621, 728.643
728.665, 728.687
728.713, 728.735
728.757, 728.779
728.801, 728.823
728.84, 728.862
728.882, 728.904
728.926, 728.948
728.966, 728.988
729.007, 729.029
729.05, 729.071
729.092, 729.114
729.267, 729.289
729.31, 729.332
729.352, 729.374
729.393, 729.415
729.438, 729.459
729.479, 729.501
729.527, 729.549
729.569, 729.59
729.613, 729.631
729.653, 729.67
729.688, 729.705
729.722, 729.739
729.761, 729.779
732.74, 732.795
732.824, 732.864
732.886, 732.927
732.948, 732.988
733.011, 733.05
733.071, 733.111
733.133, 733.173
733.212, 733.251
733.276, 733.316
733.338, 733.377
733.402, 733.441
733.464, 733.503
733.525, 733.563
733.587, 733.619
733.639, 733.67
733.699, 733.728
733.768, 733.792
733.823, 733.854
733.881, 733.913
733.944, 733.976
733.997, 734.029
734.052, 734.083
734.105, 734.136
734.156, 734.188
734.22, 734.252
734.279, 734.311
734.336, 734.366
734.4, 734.427
734.457, 734.477
734.513, 734.533
737.526, 737.547
737.586, 737.605
737.636, 737.655
737.699, 737.719
737.762, 737.784
737.821, 737.844
737.864, 737.886
737.909, 737.93
737.955, 737.974
737.999, 738.02
738.043, 738.064
738.114, 738.135
738.156, 738.178
738.199, 738.22
738.245, 738.267
738.288, 738.306
738.331, 738.352
738.376, 738.397
738.418, 738.44
738.463, 738.489
738.519, 738.541
738.562, 738.583
738.607, 738.625
738.646, 738.664
738.684, 738.702
738.725, 738.754
738.784, 738.802
738.844, 738.878
738.907, 738.939
738.964, 738.996
739.018, 739.036
739.075, 739.093
742.152, 742.192
742.218, 742.24
742.265, 742.287
742.31, 742.334
742.363, 742.386
742.412, 742.435
742.457, 742.479
742.499, 742.522
742.546, 742.569
742.59, 742.61
742.634, 742.652
742.676, 742.694
742.718, 742.735
742.76, 742.779
742.802, 742.82
742.844, 742.862
742.887, 742.906
742.929, 742.946
742.969, 742.987
743.018, 743.043
743.066, 743.097
743.118, 743.137
743.176, 743.195
743.218, 743.236
743.26, 743.279
743.301, 743.319
743.342, 743.36
743.388, 743.406
743.428, 743.447
743.476, 743.494
743.522, 743.54
746.431, 746.461
746.503, 746.525
746.547, 746.569
746.591, 746.614
746.639, 746.662
746.683, 746.706
746.728, 746.749
746.773, 746.796
746.816, 746.837
746.859, 746.881
746.902, 746.924
746.944, 746.966
746.986, 747.007
747.029, 747.05
747.071, 747.093
747.117, 747.139
747.159, 747.18
747.202, 747.223
747.246, 747.268
747.287, 747.309
747.33, 747.352
747.389, 747.411
747.446, 747.468
747.491, 747.513
747.535, 747.557
747.577, 747.598
747.619, 747.637
747.659, 747.677
747.697, 747.715
747.737, 747.755
750.523, 750.57
750.602, 750.642
750.669, 750.708
750.732, 750.771
750.797, 750.835
750.862, 750.899
750.925, 750.963
750.991, 751.029
751.05, 751.088
751.11, 751.148
751.182, 751.223
751.258, 751.28
751.321, 751.359
751.388, 751.428
751.45, 751.489
751.513, 751.552
751.578, 751.617
751.639, 751.67
751.691, 751.722
751.745, 751.776
751.797, 751.828
751.85, 751.881
751.903, 751.934
751.953, 751.985
752.007, 752.038
752.058, 752.09
752.111, 752.142
752.164, 752.195
752.216, 752.246
752.266, 752.297
755.047, 755.091
755.116, 755.155
755.179, 755.219
755.244, 755.283
755.312, 755.353
755.376, 755.401
755.441, 755.481
755.512, 755.551
755.574, 755.613
755.637, 755.676
755.698, 755.737
755.759, 755.798
755.82, 755.858
755.88, 755.919
755.943, 755.982
756.005, 756.044
756.065, 756.104
756.129, 756.168
756.191, 756.228
756.249, 756.288
756.311, 756.349
756.369, 756.408
756.431, 756.477
756.503, 756.541
756.564, 756.602
756.624, 756.658
756.681, 756.712
756.732, 756.763
756.786, 756.816
756.839, 756.87
756.891, 756.923
756.945, 756.976
759.764, 759.803
759.827, 759.866
759.888, 759.927
759.95, 759.989
760.012, 760.05
760.073, 760.111
760.133, 760.171
760.192, 760.23
760.255, 760.293
760.322, 760.356
760.383, 760.421
760.445, 760.493
760.515, 760.553
760.574, 760.613
760.638, 760.671
760.691, 760.722
760.744, 760.775
760.794, 760.826
760.846, 760.877
760.9, 760.932
760.951, 760.982
761.003, 761.034
761.056, 761.087
761.106, 761.138
761.157, 761.188
761.209, 761.24
761.259, 761.29
761.309, 761.341
761.362, 761.393
761.413, 761.445
761.465, 761.496
764.288, 764.337
764.363, 764.402
764.425, 764.463
764.5, 764.539
764.561, 764.6
764.625, 764.663
764.685, 764.724
764.748, 764.787
764.808, 764.847
764.873, 764.913
764.934, 764.973
764.993, 765.032
765.053, 765.091
765.115, 765.153
765.174, 765.213
765.235, 765.274
765.34, 765.379
765.409, 765.448
765.47, 765.51
765.56, 765.599
765.65, 765.682
765.706, 765.738
765.76, 765.792
765.813, 765.845
765.869, 765.9
765.92, 765.951
765.971, 766.002
766.024, 766.055
766.075, 766.106
766.125, 766.157
768.956, 768.995
769.017, 769.055
769.076, 769.114
769.137, 769.176
769.196, 769.233
769.253, 769.291
769.314, 769.352
769.371, 769.408
769.429, 769.467
769.49, 769.53
769.553, 769.591
769.613, 769.65
769.674, 769.706
769.726, 769.758
769.779, 769.81
769.829, 769.86
769.879, 769.91
769.93, 769.962
769.981, 770.012
770.031, 770.062
770.082, 770.114
770.132, 770.163
770.182, 770.213
770.234, 770.266
770.284, 770.315
770.341, 770.374
770.394, 770.426
770.444, 770.476
770.496, 770.54
770.56, 770.58
770.618, 770.649
770.672, 770.703
773.378, 773.417
773.439, 773.462
773.499, 773.537
773.559, 773.597
773.618, 773.656
773.681, 773.719
773.739, 773.777
773.798, 773.835
773.859, 773.896
773.917, 773.954
773.975, 774.011
774.033, 774.07
774.091, 774.128
774.147, 774.184
774.207, 774.244
774.264, 774.302
774.322, 774.358
774.388, 774.427
774.455, 774.497
774.527, 774.565
774.586, 774.624
774.647, 774.683
774.705, 774.735
774.755, 774.786
774.806, 774.837
774.857, 774.887
774.906, 774.936
774.956, 774.986
775.007, 775.037
775.056, 775.087
775.115, 775.146
777.801, 777.845
777.867, 777.905
777.928, 777.966
777.988, 778.026
778.048, 778.085
778.107, 778.145
778.169, 778.211
778.241, 778.279
778.299, 778.336
778.356, 778.394
778.416, 778.454
778.474, 778.511
778.532, 778.57
778.594, 778.631
778.652, 778.689
778.708, 778.739
778.76, 778.791
778.81, 778.841
778.86, 778.891
778.911, 778.942
778.961, 778.992
779.013, 779.044
779.064, 779.094
779.114, 779.145
779.166, 779.197
779.216, 779.246
779.266, 779.297
779.318, 779.349
779.367, 779.398
779.417, 779.449
782.225, 782.282
782.312, 782.353
782.385, 782.426
782.449, 782.488
782.511, 782.55
782.575, 782.614
782.637, 782.676
782.71, 782.749
782.783, 782.821
782.848, 782.887
782.911, 782.95
782.976, 783.015
783.039, 783.076
783.099, 783.137
783.163, 783.201
783.222, 783.262
783.285, 783.323
783.345, 783.383
783.404, 783.443
783.468, 783.506
783.528, 783.566
783.588, 783.627
783.649, 783.681
783.701, 783.732
783.752, 783.783
783.848, 783.879
783.898, 783.929
783.951, 783.981
784.001, 784.032
784.051, 784.082
786.791, 786.833
786.86, 786.893
786.914, 786.946
786.969, 787.002
787.023, 787.055
787.074, 787.107
787.129, 787.161
787.181, 787.213
787.232, 787.264
787.285, 787.317
787.336, 787.368
787.388, 787.42
787.44, 787.462
787.492, 787.524
787.544, 787.576
787.597, 787.629
787.647, 787.679
787.699, 787.731
787.751, 787.784
787.802, 787.834
787.855, 787.887
787.906, 787.938
787.958, 787.99
788.011, 788.043
788.062, 788.094
788.112, 788.143
788.164, 788.195
788.213, 788.244
788.264, 788.296
788.325, 788.357
788.378, 788.4
788.43, 788.452
791.15, 791.193
791.217, 791.256
791.279, 791.318
791.342, 791.38
791.402, 791.441
791.463, 791.502
791.524, 791.565
