Begin Up, End Up
309.328, 309.351
309.386, 309.408
309.444, 309.465
309.503, 309.525
309.561, 309.584
309.619, 309.64
309.678, 309.7
309.735, 309.757
309.793, 309.811
309.851, 309.87
309.907, 309.939
309.967, 309.989
310.025, 310.059
310.086, 310.12
310.152, 310.187
310.214, 310.249
310.273, 310.291
310.336, 310.355
310.397, 310.415
313.503, 313.541
313.584, 313.608
313.647, 313.688
313.714, 313.736
313.775, 313.798
313.831, 313.854
313.886, 313.91
313.943, 313.972
313.993, 314.022
314.046, 314.064
314.097, 314.115
314.155, 314.179
314.208, 314.23
314.262, 314.284
314.317, 314.339
314.368, 314.39
314.42, 314.443
314.474, 314.496
314.526, 314.548
314.579, 314.601
314.632, 314.654
314.7, 314.74
314.797, 314.841
314.878, 314.912
314.936, 314.978
315.001, 315.035
315.061, 315.082
315.133, 315.167
315.203, 315.24
315.265, 315.298
320.069, 320.128
320.158, 320.198
320.229, 320.271
320.306, 320.33
320.371, 320.402
320.426, 320.445
320.518, 320.558
320.587, 320.62
320.67, 320.709
320.775, 320.851
320.88, 320.899
320.96, 320.988
321.025, 321.089
321.112, 321.131
321.178, 321.197
321.242, 321.26
321.304, 321.323
321.36, 321.387
321.413, 321.432
321.472, 321.49
321.529, 321.547
321.584, 321.603
321.64, 321.658
321.696, 321.714
321.751, 321.769
321.807, 321.841
321.87, 321.918
321.942, 321.985
322.006, 322.04
322.094, 322.114
322.173, 322.203
322.235, 322.254
325.43, 325.462
325.512, 325.532
325.572, 325.591
325.632, 325.651
325.693, 325.712
325.752, 325.771
325.808, 325.843
325.867, 325.891
325.921, 325.944
325.981, 326.003
326.042, 326.065
326.096, 326.118
326.153, 326.175
326.207, 326.236
326.264, 326.297
326.323, 326.366
326.388, 326.418
326.464, 326.506
326.529, 326.56
326.591, 326.62
326.641, 326.673
326.698, 326.732
326.755, 326.79
326.813, 326.849
326.882, 326.915
326.944, 326.979
327.015, 327.047
327.084, 327.121
327.153, 327.198
327.255, 327.287
327.323, 327.366
330.388, 330.439
330.464, 330.5
330.522, 330.557
330.58, 330.615
330.639, 330.674
330.7, 330.735
330.756, 330.791
330.823, 330.858
330.88, 330.91
330.94, 330.975
331.001, 331.036
331.058, 331.093
331.121, 331.155
331.178, 331.212
331.233, 331.268
331.288, 331.33
331.349, 331.384
331.404, 331.439
331.459, 331.494
331.521, 331.556
331.578, 331.613
331.632, 331.667
331.686, 331.721
331.745, 331.78
331.799, 331.833
331.855, 331.886
331.908, 331.943
331.964, 331.989
332.018, 332.049
332.069, 332.1
335.201, 335.255
335.282, 335.319
335.342, 335.378
335.398, 335.435
335.456, 335.493
335.515, 335.552
335.573, 335.609
335.631, 335.668
335.688, 335.724
335.744, 335.79
335.811, 335.849
335.868, 335.905
335.925, 335.961
335.982, 336.019
336.037, 336.075
336.094, 336.13
336.151, 336.188
336.211, 336.247
336.265, 336.302
336.329, 336.366
336.385, 336.421
336.449, 336.501
336.525, 336.562
336.581, 336.618
336.639, 336.675
336.695, 336.731
336.752, 336.788
336.813, 336.848
336.87, 336.902
336.921, 336.942
336.974, 337.005
337.028, 337.06
340.213, 340.271
340.3, 340.343
340.366, 340.409
340.431, 340.492
340.52, 340.564
340.588, 340.631
340.657, 340.699
340.731, 340.787
340.809, 340.846
340.868, 340.901
340.932, 340.965
340.988, 341.021
341.055, 341.076
341.111, 341.139
341.161, 341.179
341.206, 341.236
341.26, 341.279
341.32, 341.339
341.38, 341.4
341.425, 341.444
341.465, 341.484
341.506, 341.524
341.545, 341.563
341.583, 341.601
341.626, 341.645
341.665, 341.683
341.706, 341.724
341.745, 341.763
341.784, 341.803
341.826, 341.844
341.864, 341.882
341.902, 341.92
344.782, 344.815
344.843, 344.863
344.886, 344.905
344.932, 344.95
344.976, 344.993
345.015, 345.034
345.068, 345.086
345.142, 345.16
345.19, 345.209
345.234, 345.253
345.274, 345.293
345.314, 345.332
345.353, 345.371
345.392, 345.409
345.431, 345.45
345.47, 345.489
345.509, 345.527
345.551, 345.569
345.59, 345.608
345.628, 345.647
345.669, 345.687
345.707, 345.726
345.745, 345.763
345.785, 345.803
345.823, 345.841
345.872, 345.89
345.935, 345.956
345.993, 346.011
346.037, 346.054
346.08, 346.099
346.119, 346.137
349.167, 349.201
349.225, 349.244
349.267, 349.286
349.31, 349.328
349.349, 349.367
349.391, 349.409
349.431, 349.45
349.471, 349.489
349.512, 349.531
349.553, 349.573
349.594, 349.612
349.637, 349.669
349.689, 349.709
349.76, 349.797
349.85, 349.886
349.919, 349.943
349.987, 350.018
350.055, 350.086
350.12, 350.152
350.183, 350.215
350.241, 350.273
350.297, 350.329
350.355, 350.387
350.409, 350.441
350.465, 350.497
350.522, 350.554
350.576, 350.608
350.639, 350.671
350.706, 350.737
350.767, 350.799
353.7, 353.744
353.786, 353.809
353.846, 353.869
353.898, 353.917
353.958, 353.976
354.019, 354.038
354.08, 354.098
354.137, 354.155
354.192, 354.211
354.248, 354.266
354.305, 354.324
354.36, 354.378
354.418, 354.436
354.471, 354.489
354.523, 354.541
354.579, 354.598
354.635, 354.653
354.691, 354.709
354.751, 354.769
354.806, 354.824
354.864, 354.905
354.927, 354.946
354.987, 355.006
355.045, 355.063
355.101, 355.119
355.165, 355.183
355.23, 355.248
355.291, 355.309
355.349, 355.367
355.421, 355.464
355.484, 355.511
355.554, 355.596
358.595, 358.625
358.68, 358.705
358.753, 358.777
358.821, 358.85
358.886, 358.923
358.947, 358.985
359.011, 359.051
359.075, 359.093
359.161, 359.202
359.23, 359.258
359.29, 359.324
359.354, 359.374
359.418, 359.436
359.483, 359.501
359.544, 359.562
359.605, 359.626
359.663, 359.681
359.727, 359.758
359.786, 359.804
359.847, 359.865
359.909, 359.928
359.967, 359.985
360.029, 360.047
360.096, 360.114
360.157, 360.175
360.221, 360.263
360.287, 360.305
360.35, 360.368
360.409, 360.426
360.482, 360.501
360.548, 360.567
363.434, 363.466
363.512, 363.534
363.573, 363.596
363.634, 363.655
363.696, 363.718
363.758, 363.78
363.824, 363.847
363.889, 363.91
363.952, 363.975
364.016, 364.038
364.083, 364.105
364.144, 364.167
364.187, 364.206
364.23, 364.253
364.287, 364.305
364.328, 364.346
364.369, 364.387
364.412, 364.43
364.453, 364.489
364.518, 364.536
364.562, 364.58
364.603, 364.621
364.648, 364.666
364.69, 364.708
364.731, 364.759
364.781, 364.799
364.822, 364.844
364.863, 364.881
364.918, 364.936
364.969, 364.988
367.831, 367.86
367.885, 367.905
367.929, 367.948
367.975, 367.993
368.016, 368.035
368.062, 368.085
368.108, 368.13
368.15, 368.168
368.191, 368.209
368.233, 368.252
368.296, 368.314
368.339, 368.357
368.38, 368.398
368.422, 368.45
368.486, 368.508
368.545, 368.563
368.587, 368.604
368.636, 368.654
368.691, 368.71
368.735, 368.753
368.779, 368.797
368.82, 368.838
368.861, 368.879
368.905, 368.923
368.949, 368.968
368.989, 369.008
369.028, 369.046
369.072, 369.09
369.112, 369.13
369.151, 369.169
371.934, 371.965
371.992, 372.015
372.05, 372.073
372.11, 372.142
372.178, 372.225
372.247, 372.28
372.305, 372.325
372.349, 372.367
372.391, 372.41
372.433, 372.451
372.492, 372.511
372.538, 372.556
372.586, 372.604
372.629, 372.647
372.671, 372.689
372.712, 372.73
372.756, 372.774
372.798, 372.82
372.85, 372.873
372.903, 372.935
372.956, 372.985
373.012, 373.045
373.075, 373.094
373.137, 373.155
373.181, 373.198
373.22, 373.238
373.267, 373.286
373.317, 373.335
373.355, 373.374
373.394, 373.412
373.434, 373.452
373.473, 373.491
376.361, 376.392
376.419, 376.437
376.464, 376.504
376.528, 376.547
376.575, 376.605
376.627, 376.673
376.697, 376.715
376.746, 376.765
376.793, 376.811
376.851, 376.874
376.895, 376.917
376.939, 376.961
376.985, 377.008
377.046, 377.068
377.113, 377.136
377.177, 377.2
377.226, 377.248
377.269, 377.291
377.329, 377.352
377.373, 377.396
377.417, 377.44
377.463, 377.486
377.508, 377.53
377.554, 377.577
377.615, 377.663
377.684, 377.706
377.752, 377.774
377.796, 377.819
377.848, 377.888
377.909, 377.927
377.966, 377.995
381.02, 381.063
381.092, 381.124
381.149, 381.181
381.205, 381.237
381.26, 381.292
381.314, 381.337
381.396, 381.42
381.46, 381.492
381.517, 381.548
381.577, 381.608
381.636, 381.667
381.7, 381.732
381.759, 381.791
381.813, 381.845
381.869, 381.9
381.935, 381.965
382.002, 382.034
382.074, 382.11
382.137, 382.159
382.196, 382.227
382.259, 382.29
382.318, 382.349
382.375, 382.407
382.433, 382.464
382.488, 382.52
382.547, 382.578
382.616, 382.647
382.68, 382.712
382.749, 382.78
382.807, 382.839
385.868, 385.901
385.96, 385.98
386.031, 386.071
386.097, 386.135
386.158, 386.19
386.217, 386.236
386.282, 386.3
386.362, 386.38
386.422, 386.44
386.486, 386.504
386.551, 386.57
386.61, 386.629
386.673, 386.692
386.73, 386.747
386.795, 386.812
386.864, 386.894
386.932, 386.956
387, 387.033
387.058, 387.077
387.121, 387.139
387.18, 387.198
387.244, 387.261
387.306, 387.325
387.367, 387.385
387.424, 387.442
387.482, 387.5
387.548, 387.566
387.609, 387.627
387.672, 387.691
387.731, 387.749
390.888, 390.918
390.978, 391.02
391.052, 391.094
391.121, 391.164
391.188, 391.227
391.254, 391.273
391.309, 391.328
391.374, 391.392
391.435, 391.454
391.502, 391.52
391.565, 391.583
391.626, 391.645
391.684, 391.702
391.746, 391.764
391.808, 391.826
391.875, 391.913
391.944, 391.975
392.01, 392.048
392.072, 392.091
392.137, 392.155
392.192, 392.21
392.246, 392.282
392.304, 392.322
392.36, 392.379
392.42, 392.438
392.491, 392.528
392.547, 392.566
392.605, 392.623
392.661, 392.679
392.716, 392.734
392.777, 392.795
392.835, 392.853
395.912, 395.966
396.004, 396.037
396.064, 396.102
396.126, 396.163
396.188, 396.223
396.266, 396.298
396.339, 396.375
396.485, 396.527
396.552, 396.607
396.628, 396.665
396.704, 396.74
396.764, 396.794
396.821, 396.853
396.886, 396.92
396.95, 396.983
397.052, 397.085
397.144, 397.163
397.219, 397.238
397.281, 397.3
397.343, 397.361
397.402, 397.42
397.463, 397.481
397.522, 397.54
397.584, 397.602
397.646, 397.664
397.706, 397.724
397.764, 397.782
397.826, 397.844
397.889, 397.907
397.95, 397.968
398.014, 398.032
401.005, 401.041
401.097, 401.12
401.166, 401.187
401.232, 401.254
401.289, 401.311
401.348, 401.37
401.408, 401.43
401.464, 401.487
401.517, 401.539
401.572, 401.595
401.629, 401.651
401.683, 401.705
401.738, 401.759
401.797, 401.82
401.853, 401.875
401.91, 401.945
401.966, 401.999
402.019, 402.048
402.083, 402.115
402.159, 402.194
402.259, 402.295
402.324, 402.358
402.384, 402.407
402.448, 402.481
402.507, 402.529
402.562, 402.584
402.619, 402.641
402.676, 402.699
402.732, 402.755
402.788, 402.81
405.621, 405.655
405.718, 405.759
405.781, 405.803
405.845, 405.868
405.906, 405.929
405.965, 405.988
406.023, 406.046
406.083, 406.105
406.142, 406.165
406.206, 406.228
406.269, 406.291
406.328, 406.35
406.392, 406.415
406.471, 406.516
406.543, 406.572
406.602, 406.624
406.667, 406.69
406.735, 406.758
406.803, 406.825
406.862, 406.884
406.919, 406.942
406.977, 406.994
407.039, 407.056
407.101, 407.118
407.163, 407.181
407.221, 407.238
407.284, 407.302
407.34, 407.358
407.399, 407.417
407.466, 407.484
410.527, 410.561
410.612, 410.636
410.68, 410.703
410.748, 410.771
410.812, 410.836
410.878, 410.901
410.944, 410.967
411.005, 411.027
411.067, 411.089
411.129, 411.151
411.187, 411.213
411.251, 411.286
411.311, 411.346
411.382, 411.418
411.453, 411.489
411.513, 411.535
411.577, 411.599
411.636, 411.658
411.699, 411.721
411.764, 411.786
411.827, 411.849
411.89, 411.913
411.958, 411.977
412.023, 412.041
412.083, 412.101
412.147, 412.165
412.205, 412.224
412.263, 412.294
412.32, 412.353
412.376, 412.408
412.439, 412.481
412.524, 412.556
415.363, 415.395
415.446, 415.464
415.532, 415.55
415.6, 415.619
415.663, 415.681
415.725, 415.744
415.786, 415.804
415.85, 415.868
415.913, 415.931
415.976, 415.994
416.041, 416.059
416.105, 416.123
416.165, 416.183
416.233, 416.251
416.299, 416.317
416.364, 416.383
416.433, 416.451
416.513, 416.532
416.572, 416.59
416.645, 416.683
416.703, 416.721
416.763, 416.781
416.82, 416.838
416.874, 416.893
416.933, 416.951
416.988, 417.006
417.044, 417.062
417.103, 417.121
417.158, 417.177
417.214, 417.233
417.272, 417.29
420.111, 420.146
420.198, 420.222
420.266, 420.289
420.329, 420.352
420.396, 420.418
420.479, 420.504
420.551, 420.59
420.63, 420.673
420.695, 420.735
420.759, 420.797
420.826, 420.863
420.891, 420.931
420.959, 421.001
421.022, 421.04
421.085, 421.117
421.153, 421.172
421.221, 421.252
421.288, 421.307
421.351, 421.369
421.409, 421.427
421.465, 421.483
421.523, 421.542
421.579, 421.597
421.637, 421.655
421.704, 421.722
421.768, 421.787
421.834, 421.852
421.894, 421.912
421.951, 421.969
422.018, 422.036
424.827, 424.861
424.906, 424.93
424.969, 424.993
425.031, 425.067
425.091, 425.122
425.168, 425.198
425.239, 425.278
425.302, 425.34
425.365, 425.404
425.452, 425.503
425.541, 425.566
425.604, 425.627
425.664, 425.705
425.727, 425.768
425.793, 425.815
425.859, 425.88
425.922, 425.943
425.988, 426.029
426.05, 426.079
426.112, 426.131
426.173, 426.191
426.244, 426.262
426.311, 426.329
426.376, 426.394
426.441, 426.459
426.506, 426.524
426.565, 426.583
426.621, 426.639
426.682, 426.7
426.74, 426.759
426.797, 426.815
426.855, 426.873
429.673, 429.707
429.749, 429.773
429.821, 429.844
429.888, 429.911
429.954, 429.976
430.019, 430.042
430.082, 430.119
430.144, 430.166
430.205, 430.246
430.278, 430.32
430.343, 430.366
430.39, 430.413
430.434, 430.456
430.482, 430.504
430.526, 430.548
430.581, 430.603
430.627, 430.65
430.676, 430.698
430.72, 430.742
430.765, 430.788
430.811, 430.833
430.861, 430.883
430.905, 430.927
430.949, 430.971
430.994, 431.016
431.037, 431.069
431.091, 431.122
431.165, 431.195
431.243, 431.28
431.308, 431.328
431.387, 431.405
434.474, 434.505
434.541, 434.564
434.592, 434.615
434.636, 434.659
434.682, 434.704
434.727, 434.749
434.772, 434.794
434.819, 434.842
434.863, 434.896
434.918, 434.94
434.968, 434.99
435.012, 435.03
435.057, 435.079
435.1, 435.122
435.142, 435.165
435.187, 435.209
435.229, 435.25
435.271, 435.293
435.316, 435.337
435.357, 435.379
435.4, 435.422
435.444, 435.465
435.486, 435.506
435.527, 435.549
435.571, 435.593
435.613, 435.634
435.656, 435.677
435.705, 435.726
435.746, 435.768
435.792, 435.814
438.892, 438.926
438.953, 438.994
439.018, 439.036
439.085, 439.125
439.151, 439.175
439.2, 439.222
439.244, 439.267
439.297, 439.32
439.341, 439.364
439.384, 439.407
439.429, 439.451
439.472, 439.493
439.514, 439.543
439.565, 439.587
439.609, 439.632
439.657, 439.679
439.707, 439.729
439.749, 439.772
439.794, 439.817
439.837, 439.859
439.88, 439.902
439.924, 439.946
439.966, 439.989
440.009, 440.027
440.051, 440.069
440.104, 440.122
440.148, 440.166
440.188, 440.206
440.231, 440.249
440.269, 440.288
443.233, 443.268
443.293, 443.316
443.346, 443.369
443.394, 443.417
443.44, 443.462
443.484, 443.506
443.533, 443.555
443.578, 443.624
443.648, 443.67
443.714, 443.736
443.759, 443.78
443.821, 443.843
443.875, 443.897
443.942, 443.965
444.007, 444.046
444.086, 444.12
444.165, 444.196
444.24, 444.272
444.313, 444.345
444.377, 444.409
444.444, 444.489
444.52, 444.554
444.612, 444.645
444.67, 444.703
444.727, 444.76
444.783, 444.816
444.837, 444.872
444.892, 444.938
444.963, 444.995
445.02, 445.052
445.079, 445.111
445.143, 445.175
447.921, 447.961
448.001, 448.04
448.067, 448.105
448.129, 448.168
448.191, 448.23
448.257, 448.297
448.32, 448.362
448.385, 448.424
448.449, 448.499
448.522, 448.56
448.591, 448.624
448.662, 448.716
448.748, 448.788
448.831, 448.869
448.902, 448.94
448.969, 449.019
449.048, 449.071
449.12, 449.151
449.194, 449.225
449.272, 449.303
449.336, 449.368
449.394, 449.425
449.454, 449.486
449.537, 449.569
449.594, 449.625
449.651, 449.683
449.707, 449.739
449.766, 449.798
449.824, 449.855
449.88, 449.914
449.945, 449.983
452.853, 452.879
452.939, 452.979
453.004, 453.041
453.065, 453.101
453.127, 453.16
453.183, 453.228
453.251, 453.273
453.309, 453.331
453.363, 453.385
453.42, 453.454
453.476, 453.499
453.556, 453.578
453.612, 453.634
453.67, 453.692
453.726, 453.748
453.78, 453.802
453.837, 453.86
453.891, 453.913
453.947, 453.969
454, 454.022
454.054, 454.071
454.109, 454.127
454.162, 454.18
454.22, 454.238
454.279, 454.297
454.335, 454.366
454.389, 454.419
454.47, 454.496
454.551, 454.593
454.619, 454.67
457.738, 457.763
457.796, 457.819
457.848, 457.87
457.897, 457.919
457.944, 457.966
457.996, 458.018
458.044, 458.066
458.09, 458.112
458.134, 458.156
458.177, 458.199
458.225, 458.248
458.269, 458.291
458.312, 458.335
458.358, 458.38
458.402, 458.424
458.445, 458.468
458.491, 458.513
458.535, 458.557
458.578, 458.6
458.623, 458.652
458.674, 458.696
458.722, 458.744
458.767, 458.789
458.82, 458.842
458.866, 458.889
458.91, 458.932
458.954, 458.975
459.022, 459.044
459.101, 459.119
459.159, 459.177
463.153, 463.207
463.24, 463.305
463.335, 463.38
463.421, 463.458
463.482, 463.518
463.541, 463.577
463.6, 463.623
463.659, 463.681
463.728, 463.749
463.792, 463.814
463.855, 463.877
463.914, 463.937
463.972, 463.993
464.028, 464.05
464.092, 464.12
464.153, 464.171
464.21, 464.228
464.274, 464.291
464.335, 464.353
464.394, 464.413
464.456, 464.488
464.531, 464.549
464.586, 464.604
464.644, 464.662
464.702, 464.719
464.756, 464.774
464.814, 464.832
464.874, 464.892
464.936, 464.953
464.998, 465.016
465.056, 465.074
465.115, 465.133
467.938, 467.966
468.026, 468.045
468.09, 468.124
468.153, 468.189
468.212, 468.234
468.276, 468.299
468.338, 468.359
468.398, 468.42
468.454, 468.49
468.645, 468.668
468.703, 468.725
468.765, 468.786
468.819, 468.852
468.873, 468.896
468.925, 468.947
468.98, 469.014
469.052, 469.088
469.119, 469.155
469.175, 469.209
469.233, 469.273
469.295, 469.336
469.36, 469.382
469.427, 469.449
469.505, 469.527
469.606, 469.628
469.67, 469.692
469.729, 469.764
469.786, 469.808
469.841, 469.863
469.898, 469.921
469.959, 469.981
472.874, 472.909
472.955, 472.999
473.022, 473.045
473.086, 473.105
473.178, 473.196
473.245, 473.263
473.311, 473.329
473.377, 473.394
473.439, 473.458
473.501, 473.53
473.567, 473.585
473.63, 473.649
473.696, 473.714
473.76, 473.779
473.823, 473.841
473.883, 473.9
473.942, 473.96
473.998, 474.017
474.052, 474.085
474.111, 474.13
474.167, 474.194
474.226, 474.255
474.282, 474.3
474.334, 474.353
474.39, 474.408
474.446, 474.464
474.5, 474.519
474.555, 474.573
474.608, 474.634
474.663, 474.682
498.184, 498.224
498.277, 498.32
498.345, 498.383
498.406, 498.444
498.469, 498.506
498.535, 498.572
498.591, 498.625
498.645, 498.667
498.701, 498.724
498.766, 498.789
498.831, 498.853
498.897, 498.919
498.956, 498.978
499.015, 499.037
499.08, 499.101
499.14, 499.159
499.199, 499.236
499.254, 499.272
499.311, 499.329
499.376, 499.394
499.445, 499.463
499.512, 499.53
499.58, 499.598
499.646, 499.664
499.706, 499.723
499.771, 499.789
499.834, 499.852
499.891, 499.909
499.948, 499.966
500.003, 500.024
502.81, 502.844
502.887, 502.924
502.946, 502.969
503.005, 503.028
503.063, 503.086
503.128, 503.151
503.191, 503.229
503.256, 503.294
503.314, 503.336
503.376, 503.398
503.437, 503.459
503.623, 503.661
503.693, 503.733
503.756, 503.794
503.815, 503.853
503.875, 503.914
503.934, 503.957
503.99, 504.013
504.052, 504.074
504.114, 504.136
504.188, 504.21
504.236, 504.258
504.288, 504.311
504.331, 504.353
504.373, 504.396
504.416, 504.438
504.458, 504.497
504.516, 504.538
504.558, 504.581
504.601, 504.624
504.643, 504.666
504.685, 504.707
507.479, 507.512
507.538, 507.561
507.584, 507.606
507.628, 507.651
507.672, 507.694
507.716, 507.738
507.763, 507.785
507.804, 507.828
507.846, 507.868
507.889, 507.912
507.931, 507.953
507.975, 507.997
508.016, 508.039
508.059, 508.081
508.102, 508.124
508.144, 508.166
508.184, 508.202
508.223, 508.241
508.26, 508.277
508.296, 508.314
508.334, 508.352
508.371, 508.389
508.408, 508.426
508.446, 508.464
508.492, 508.511
508.533, 508.552
508.57, 508.589
508.607, 508.626
508.646, 508.664
508.682, 508.701
508.719, 508.737
511.467, 511.5
511.522, 511.544
511.567, 511.589
511.609, 511.631
511.651, 511.673
511.696, 511.718
511.738, 511.76
511.78, 511.802
511.824, 511.846
511.866, 511.888
511.907, 511.929
511.952, 511.974
511.993, 512.015
512.035, 512.057
512.079, 512.101
512.121, 512.142
512.164, 512.182
512.201, 512.219
512.238, 512.267
512.288, 512.306
512.343, 512.361
512.394, 512.411
512.447, 512.473
512.505, 512.524
512.557, 512.575
512.616, 512.637
512.672, 512.691
512.735, 512.753
512.799, 512.817
512.854, 512.872
515.858, 515.886
515.941, 515.963
516.011, 516.033
516.079, 516.101
516.142, 516.164
516.205, 516.226
516.251, 516.269
516.292, 516.31
516.337, 516.355
516.379, 516.398
516.421, 516.439
516.473, 516.5
516.519, 516.537
516.561, 516.579
516.605, 516.627
516.644, 516.663
516.686, 516.704
516.728, 516.746
516.77, 516.788
516.811, 516.829
516.854, 516.872
516.895, 516.914
516.937, 516.955
516.979, 516.998
517.017, 517.035
517.06, 517.078
517.101, 517.119
517.143, 517.161
517.187, 517.205
517.224, 517.242
519.927, 519.955
519.987, 520.005
520.031, 520.054
520.073, 520.096
520.116, 520.139
520.159, 520.181
520.201, 520.223
520.248, 520.27
520.291, 520.313
520.333, 520.355
520.377, 520.399
520.418, 520.44
520.462, 520.498
520.519, 520.542
520.563, 520.585
520.612, 520.634
520.654, 520.675
520.694, 520.716
520.738, 520.759
520.78, 520.802
520.82, 520.842
520.863, 520.885
520.926, 520.948
520.968, 520.99
521.012, 521.034
521.054, 521.076
521.096, 521.118
521.14, 521.162
521.181, 521.199
521.226, 521.244
521.263, 521.281
521.3, 521.317
524.025, 524.047
524.08, 524.105
524.126, 524.147
524.197, 524.218
524.259, 524.296
524.319, 524.341
524.407, 524.428
524.498, 524.521
524.558, 524.579
524.605, 524.626
524.648, 524.669
524.691, 524.712
524.738, 524.76
524.781, 524.802
524.824, 524.845
524.868, 524.89
524.912, 524.933
524.956, 524.977
524.999, 525.021
525.042, 525.063
525.086, 525.108
525.13, 525.151
525.173, 525.194
525.215, 525.233
525.253, 525.272
525.292, 525.311
525.337, 525.355
525.375, 525.394
525.414, 525.432
525.453, 525.471
525.492, 525.509
529.147, 529.179
529.208, 529.23
529.256, 529.278
529.305, 529.327
529.367, 529.389
529.412, 529.434
529.459, 529.479
529.503, 529.524
529.553, 529.579
529.606, 529.628
529.65, 529.672
529.695, 529.717
529.739, 529.761
529.783, 529.804
529.827, 529.85
529.87, 529.892
529.918, 529.94
529.992, 530.014
530.056, 530.079
530.123, 530.162
530.214, 530.238
530.282, 530.301
530.34, 530.358
530.391, 530.409
530.438, 530.456
530.491, 530.525
530.545, 530.566
530.598, 530.619
530.654, 530.675
530.708, 530.728
533.533, 533.564
533.59, 533.612
533.637, 533.659
533.684, 533.705
533.732, 533.753
533.773, 533.795
533.815, 533.837
533.859, 533.882
533.902, 533.924
533.944, 533.965
533.987, 534.009
534.029, 534.051
534.071, 534.093
534.12, 534.142
534.162, 534.183
534.205, 534.227
534.245, 534.267
534.286, 534.309
534.331, 534.353
534.378, 534.4
534.42, 534.442
534.465, 534.487
534.504, 534.526
534.546, 534.567
534.589, 534.611
534.63, 534.652
534.671, 534.693
534.713, 534.736
534.754, 534.776
534.799, 534.82
534.838, 534.859
534.878, 534.9
537.651, 537.68
537.724, 537.747
537.768, 537.787
537.814, 537.838
537.859, 537.881
537.9, 537.919
537.952, 537.975
537.993, 538.01
538.034, 538.052
538.078, 538.095
538.119, 538.137
538.16, 538.178
538.202, 538.224
538.246, 538.268
538.292, 538.314
538.335, 538.357
538.377, 538.398
538.42, 538.441
538.462, 538.483
538.517, 538.539
538.591, 538.613
538.637, 538.665
538.687, 538.708
538.756, 538.78
538.823, 538.846
538.885, 538.906
538.948, 538.969
539.007, 539.029
539.068, 539.108
539.134, 539.156
539.181, 539.203
542.065, 542.095
542.125, 542.148
542.171, 542.19
542.214, 542.237
542.257, 542.28
542.299, 542.322
542.344, 542.362
542.386, 542.407
542.43, 542.452
542.472, 542.494
542.514, 542.536
542.557, 542.579
542.599, 542.621
542.639, 542.662
542.683, 542.705
542.724, 542.746
542.765, 542.788
542.809, 542.83
542.85, 542.872
542.892, 542.914
542.96, 542.982
543.01, 543.032
543.054, 543.075
543.136, 543.158
543.189, 543.21
543.232, 543.25
543.269, 543.288
543.307, 543.325
543.346, 543.364
543.383, 543.401
546.181, 546.208
546.23, 546.253
546.273, 546.295
546.317, 546.339
546.359, 546.381
546.4, 546.422
546.454, 546.475
546.515, 546.536
546.57, 546.595
546.637, 546.658
546.708, 546.73
546.773, 546.795
546.853, 546.883
546.913, 546.934
546.961, 546.982
547.006, 547.027
547.049, 547.07
547.099, 547.12
547.14, 547.162
547.181, 547.203
547.225, 547.245
547.264, 547.282
547.301, 547.319
547.34, 547.357
547.376, 547.394
547.417, 547.434
547.47, 547.488
547.519, 547.537
547.576, 547.617
547.644, 547.667
550.45, 550.473
550.5, 550.519
550.548, 550.569
550.594, 550.616
550.64, 550.662
550.682, 550.704
550.725, 550.748
550.775, 550.796
550.821, 550.841
550.874, 550.917
550.944, 550.966
550.985, 551.003
551.025, 551.046
551.067, 551.089
551.117, 551.139
551.163, 551.185
551.223, 551.244
551.284, 551.301
551.338, 551.356
551.396, 551.413
551.45, 551.468
551.492, 551.51
551.529, 551.547
551.566, 551.584
551.613, 551.631
551.654, 551.673
551.692, 551.709
551.73, 551.748
551.767, 551.784
551.823, 551.84
551.87, 551.888
551.907, 551.925
554.821, 554.852
554.88, 554.899
554.925, 554.944
554.964, 554.982
555.006, 555.024
555.045, 555.063
555.084, 555.102
555.124, 555.142
555.163, 555.181
555.203, 555.221
555.249, 555.271
555.292, 555.314
555.338, 555.36
555.382, 555.404
555.425, 555.447
555.47, 555.493
555.513, 555.535
555.556, 555.578
555.601, 555.623
555.649, 555.671
555.693, 555.714
555.737, 555.759
555.782, 555.818
555.847, 555.871
555.925, 555.947
555.995, 556.043
556.068, 556.096
556.135, 556.17
556.198, 556.22
556.266, 556.288
556.326, 556.344
559.504, 559.533
559.564, 559.582
559.61, 559.631
559.66, 559.681
559.702, 559.723
559.746, 559.767
559.793, 559.815
559.837, 559.857
559.881, 559.903
559.93, 559.951
559.972, 559.994
560.014, 560.037
560.058, 560.079
560.1, 560.12
560.143, 560.164
560.183, 560.205
560.225, 560.248
560.27, 560.288
560.309, 560.327
560.348, 560.367
560.39, 560.408
560.433, 560.451
560.482, 560.501
560.523, 560.541
560.562, 560.58
560.6, 560.618
560.64, 560.658
560.679, 560.697
560.717, 560.735
560.757, 560.775
563.782, 563.811
563.844, 563.866
563.888, 563.91
563.936, 563.958
563.983, 564.005
564.026, 564.048
564.071, 564.093
564.114, 564.136
564.158, 564.18
564.203, 564.225
564.245, 564.278
564.299, 564.32
564.361, 564.383
564.404, 564.489
564.513, 564.536
564.561, 564.582
564.601, 564.623
564.642, 564.664
564.687, 564.709
564.728, 564.75
564.773, 564.794
564.819, 564.841
564.864, 564.897
564.927, 564.949
