time_diff
0.0
1.0000000116860974e-07
4.166665945604109e-08
5.000001124244591e-08
6.000000496442226e-08
7.199997753559728e-08
8.640000714876805e-08
1.0368000857852167e-07
1.2441597618817468e-07
1.4929923963791225e-07
1.7915897387865698e-07
2.1499090507859364e-07
2.5798897240747465e-07
2.5798908609431237e-07
3.095867668889696e-07
3.7150425669096876e-07
3.715040293172933e-07
4.458051989786327e-07
4.4580497160495725e-07
5.34966147824889e-07
5.349656930775382e-07
5.34966147824889e-07
6.419591045414563e-07
6.419595592888072e-07
7.703511073486879e-07
7.703506526013371e-07
7.703511073486879e-07
9.244213288184255e-07
2.3391385184368119e-07
2.8069734980817884e-07
3.3683591027511284e-07
4.042030923301354e-07
4.850435288972221e-07
5.82052962272428e-07
6.984628271311522e-07
8.381557563552633e-07
1.005787453323137e-06
1.2069440344930626e-06
1.4483339327853173e-06
1.7379989003529772e-06
2.085600499412976e-06
2.502718416508287e-06
3.003264282597229e-06
3.6039164115209132e-06
4.324700057622977e-06
5.189638613956049e-06
6.227568519534543e-06
7.47308149584569e-06
8.967697795014828e-06
1.0761235898826271e-05
1.2913485988974571e-05
1.5496181731577963e-05
1.8595412257127464e-05
2.2314503439702094e-05
2.6777401217259467e-05
3.2132884371094406e-05
2.6777401217259467e-05
3.213286981917918e-05
3.2132898923009634e-05
3.213286981917918e-05
3.855946124531329e-05
3.213286981917918e-05
3.855946124531329e-05
3.855946124531329e-05
3.855946124531329e-05
3.855943214148283e-05
4.627136513590813e-05
3.8559490349143744e-05
4.627130692824721e-05
4.627136513590813e-05
4.627136513590813e-05
4.627130692824721e-05
4.627136513590813e-05
4.627136513590813e-05
4.627136513590813e-05
5.552562652155757e-05
4.627136513590813e-05
5.5525568313896656e-05
5.5525568313896656e-05
5.552568472921848e-05
5.5525568313896656e-05
5.552568472921848e-05
5.5525568313896656e-05
5.552568472921848e-05
5.5525568313896656e-05
5.552568472921848e-05
5.5525568313896656e-05
6.663077510893345e-05
5.5525568313896656e-05
6.663077510893345e-05
5.5525568313896656e-05
6.663077510893345e-05
6.663065869361162e-05
6.663077510893345e-05
6.663077510893345e-05
6.663077510893345e-05
6.663077510893345e-05
6.663077510893345e-05
6.663077510893345e-05
6.66305422782898e-05
6.663077510893345e-05
6.663077510893345e-05
7.995683699846268e-05
6.663077510893345e-05
7.995683699846268e-05
6.663077510893345e-05
7.995683699846268e-05
6.663077510893345e-05
7.995706982910633e-05
7.995683699846268e-05
7.995683699846268e-05
7.995683699846268e-05
7.995706982910633e-05
7.995683699846268e-05
7.995683699846268e-05
7.995683699846268e-05
7.995683699846268e-05
7.995706982910633e-05
7.995683699846268e-05
7.995683699846268e-05
7.995683699846268e-05
7.995683699846268e-05
9.594857692718506e-05
7.995683699846268e-05
9.594811126589775e-05
7.995683699846268e-05
9.594857692718506e-05
7.995683699846268e-05
9.594811126589775e-05
7.995683699846268e-05
9.594811126589775e-05
9.594857692718506e-05
9.594811126589775e-05
9.594811126589775e-05
9.594857692718506e-05
9.594811126589775e-05
9.594811126589775e-05
9.594857692718506e-05
9.594811126589775e-05
9.594857692718506e-05
9.594811126589775e-05
9.594811126589775e-05
9.594857692718506e-05
9.594811126589775e-05
9.594811126589775e-05
9.594857692718506e-05
0.00011513754725456238
9.594857692718506e-05
0.00011513801291584969
9.594811126589775e-05
0.00011513801291584969
9.594811126589775e-05
0.00011513801291584969
9.594811126589775e-05
0.00011513801291584969
0.00011513801291584969
0.00011513801291584969
0.00011513754725456238
0.00011513801291584969
0.00011513754725456238
0.000115138478577137
0.00011513754725456238
0.000115138478577137
0.00011513754725456238
0.000115138478577137
0.00011513754725456238
0.00011513754725456238
0.000115138478577137
0.00011513754725456238
0.000115138478577137
0.00011513754725456238
0.00011513754725456238
0.000115138478577137
0.0001381654292345047
0.00011513754725456238
