Begin Down, End Down
313.833, 313.865
313.888, 313.921
313.945, 313.973
313.994, 314.013
314.046, 314.076
314.097, 314.128
314.155, 314.18
314.208, 314.242
314.263, 314.295
314.318, 314.35
314.368, 314.401
314.42, 314.452
314.474, 314.506
314.526, 314.558
314.579, 314.611
314.633, 314.678
314.7, 314.732
314.8, 314.841
314.881, 314.913
314.941, 314.974
315.005, 315.038
315.066, 315.108
315.138, 315.177
315.204, 315.239
315.269, 315.301
320.072, 320.128
320.158, 320.198
320.234, 320.28
320.306, 320.34
320.372, 320.396
320.435, 320.491
320.518, 320.558
320.588, 320.625
320.671, 320.743
320.775, 320.818
320.884, 320.934
320.96, 321.003
321.027, 321.048
321.115, 321.156
321.18, 321.221
321.245, 321.282
321.306, 321.34
321.361, 321.394
321.415, 321.451
321.474, 321.509
321.53, 321.563
321.586, 321.621
321.642, 321.676
321.696, 321.729
321.752, 321.786
321.809, 321.848
321.87, 321.905
321.942, 321.979
322.022, 322.07
322.097, 322.143
322.173, 322.215
322.255, 322.301
325.432, 325.484
325.512, 325.55
325.574, 325.609
325.633, 325.669
325.694, 325.73
325.752, 325.786
325.808, 325.84
325.868, 325.901
325.923, 325.959
325.982, 326.023
326.044, 326.077
326.098, 326.131
326.154, 326.187
326.208, 326.243
326.265, 326.294
326.324, 326.357
326.39, 326.434
326.464, 326.498
326.531, 326.569
326.596, 326.615
326.641, 326.674
326.698, 326.734
326.755, 326.792
326.815, 326.858
326.882, 326.925
326.946, 326.991
327.019, 327.064
327.087, 327.131
327.174, 327.227
327.257, 327.299
327.328, 327.371
330.388, 330.439
330.465, 330.5
330.522, 330.557
330.581, 330.615
330.645, 330.679
330.7, 330.735
330.757, 330.801
330.823, 330.858
330.88, 330.914
330.941, 330.977
331.002, 331.029
331.058, 331.093
331.122, 331.155
331.18, 331.212
331.234, 331.268
331.29, 331.318
331.349, 331.384
331.404, 331.439
331.459, 331.501
331.521, 331.556
331.578, 331.613
331.634, 331.667
331.687, 331.721
331.745, 331.78
331.8, 331.833
331.855, 331.886
331.908, 331.939
331.964, 331.995
332.018, 332.049
332.069, 332.1
335.203, 335.255
335.282, 335.319
335.342, 335.378
335.4, 335.435
335.456, 335.493
335.516, 335.552
335.573, 335.609
335.631, 335.668
335.688, 335.724
335.744, 335.78
335.811, 335.849
335.868, 335.905
335.925, 335.961
335.982, 336.019
336.039, 336.075
336.095, 336.13
336.151, 336.188
336.211, 336.242
336.265, 336.302
336.329, 336.366
336.385, 336.428
336.449, 336.505
336.525, 336.562
336.582, 336.618
336.64, 336.675
336.695, 336.731
336.752, 336.788
336.813, 336.848
336.872, 336.898
336.921, 336.952
336.974, 337.005
337.028, 337.06
340.213, 340.271
340.301, 340.343
340.366, 340.409
340.431, 340.492
340.522, 340.564
340.591, 340.632
340.665, 340.707
340.731, 340.773
340.809, 340.846
340.868, 340.901
340.934, 340.952
340.99, 341.023
341.057, 341.084
341.112, 341.131
341.161, 341.179
341.207, 341.239
341.264, 341.299
341.323, 341.357
341.382, 341.404
341.426, 341.445
341.466, 341.484
341.506, 341.524
341.545, 341.563
341.584, 341.601
341.626, 341.645
341.665, 341.683
341.707, 341.726
341.745, 341.763
341.784, 341.803
341.826, 341.844
341.864, 341.882
341.902, 341.92
344.784, 344.819
344.847, 344.866
344.89, 344.909
344.935, 344.953
344.976, 344.994
345.015, 345.043
345.076, 345.121
345.144, 345.171
345.192, 345.213
345.236, 345.255
345.276, 345.294
345.315, 345.334
345.355, 345.372
345.392, 345.409
345.431, 345.45
345.47, 345.489
345.509, 345.527
345.551, 345.569
345.59, 345.608
345.628, 345.647
345.669, 345.687
345.707, 345.726
345.745, 345.763
345.785, 345.804
345.823, 345.841
345.874, 345.905
345.935, 345.964
345.994, 346.012
346.039, 346.057
346.08, 346.099
346.119, 346.137
349.167, 349.196
349.225, 349.244
349.267, 349.286
349.31, 349.328
349.35, 349.369
349.392, 349.412
349.431, 349.45
349.472, 349.489
349.512, 349.531
349.553, 349.571
349.594, 349.614
349.637, 349.656
349.695, 349.726
349.766, 349.815
349.853, 349.892
349.921, 349.958
349.989, 350.025
350.058, 350.096
350.121, 350.155
350.184, 350.221
350.243, 350.277
350.298, 350.332
350.355, 350.388
350.409, 350.445
350.466, 350.5
350.524, 350.556
350.578, 350.617
350.641, 350.681
350.707, 350.746
350.77, 350.811
353.705, 353.759
353.788, 353.823
353.846, 353.879
353.918, 353.937
353.96, 354
354.023, 354.06
354.082, 354.115
354.138, 354.171
354.194, 354.228
354.249, 354.284
354.307, 354.34
354.361, 354.395
354.419, 354.452
354.472, 354.504
354.524, 354.558
354.581, 354.616
354.638, 354.671
354.693, 354.728
354.752, 354.786
354.807, 354.841
354.865, 354.883
354.929, 354.967
354.989, 355.025
355.047, 355.081
355.103, 355.144
355.167, 355.208
355.232, 355.273
355.293, 355.33
355.351, 355.394
355.421, 355.446
355.485, 355.523
355.554, 355.596
358.6, 358.654
358.685, 358.73
358.758, 358.797
358.824, 358.862
358.889, 358.921
358.949, 358.967
359.011, 359.03
359.079, 359.133
359.162, 359.199
359.231, 359.269
359.292, 359.334
359.356, 359.397
359.42, 359.463
359.485, 359.523
359.546, 359.582
359.605, 359.642
359.665, 359.706
359.728, 359.767
359.788, 359.826
359.849, 359.887
359.911, 359.948
359.969, 360.008
360.031, 360.073
360.097, 360.136
360.159, 360.197
360.237, 360.255
360.289, 360.33
360.352, 360.389
360.411, 360.448
360.486, 360.527
360.552, 360.593
363.439, 363.488
363.514, 363.551
363.575, 363.61
363.636, 363.673
363.698, 363.735
363.762, 363.804
363.828, 363.868
363.891, 363.929
363.954, 363.996
364.019, 364.062
364.088, 364.122
364.147, 364.166
364.187, 364.21
364.245, 364.264
364.287, 364.308
364.328, 364.35
364.369, 364.391
364.412, 364.433
364.453, 364.497
364.518, 364.54
364.562, 364.584
364.605, 364.627
364.648, 364.67
364.69, 364.711
364.731, 364.753
364.781, 364.802
364.822, 364.844
364.864, 364.897
364.92, 364.95
364.971, 365.001
367.832, 367.862
367.887, 367.906
367.929, 367.952
367.975, 367.996
368.018, 368.041
368.068, 368.086
368.109, 368.127
368.15, 368.171
368.191, 368.212
368.233, 368.276
368.296, 368.318
368.339, 368.36
368.38, 368.402
368.422, 368.444
368.506, 368.524
368.545, 368.567
368.587, 368.615
368.638, 368.671
368.691, 368.715
368.735, 368.757
368.779, 368.801
368.82, 368.842
368.861, 368.883
368.911, 368.93
368.949, 368.968
368.989, 369.008
369.034, 369.052
369.072, 369.09
369.112, 369.13
369.151, 369.169
371.934, 371.971
371.993, 372.023
372.053, 372.072
372.114, 372.14
372.181, 372.21
372.253, 372.273
372.307, 372.325
372.349, 372.372
372.391, 372.413
372.433, 372.454
372.494, 372.518
372.538, 372.559
372.586, 372.607
372.629, 372.651
372.671, 372.692
372.712, 372.734
372.756, 372.778
372.798, 372.829
372.851, 372.882
372.903, 372.93
372.956, 372.985
373.012, 373.053
373.078, 373.116
373.139, 373.158
373.181, 373.202
373.222, 373.248
373.267, 373.295
373.317, 373.335
373.355, 373.374
373.394, 373.412
373.434, 373.452
373.473, 373.491
376.365, 376.395
376.42, 376.444
376.464, 376.504
376.528, 376.547
376.577, 376.598
376.629, 376.659
376.699, 376.723
376.748, 376.771
376.795, 376.828
376.857, 376.874
376.895, 376.917
376.939, 376.961
376.985, 377.025
377.049, 377.091
377.113, 377.153
377.179, 377.203
377.226, 377.248
377.269, 377.304
377.329, 377.352
377.373, 377.396
377.417, 377.44
377.463, 377.486
377.508, 377.53
377.554, 377.594
377.615, 377.647
377.686, 377.728
377.752, 377.774
377.796, 377.819
377.849, 377.881
377.911, 377.946
377.966, 377.989
381.021, 381.055
381.092, 381.115
381.149, 381.171
381.209, 381.232
381.262, 381.285
381.324, 381.373
381.399, 381.438
381.461, 381.495
381.519, 381.553
381.578, 381.614
381.639, 381.677
381.702, 381.738
381.759, 381.791
381.813, 381.847
381.871, 381.913
381.935, 381.977
382.006, 382.047
382.075, 382.115
382.137, 382.171
382.198, 382.236
382.261, 382.298
382.32, 382.355
382.377, 382.41
382.434, 382.468
382.49, 382.527
382.55, 382.592
382.619, 382.659
382.683, 382.725
382.749, 382.786
382.81, 382.853
385.87, 385.93
385.96, 386.005
386.031, 386.05
386.097, 386.117
386.158, 386.195
386.219, 386.259
386.284, 386.34
386.363, 386.401
386.424, 386.463
386.489, 386.531
386.553, 386.591
386.614, 386.65
386.674, 386.71
386.733, 386.769
386.797, 386.839
386.866, 386.909
386.934, 386.975
387, 387.038
387.06, 387.097
387.123, 387.158
387.183, 387.223
387.246, 387.285
387.308, 387.346
387.369, 387.406
387.427, 387.462
387.485, 387.525
387.55, 387.589
387.611, 387.651
387.674, 387.71
387.734, 387.771
390.891, 390.947
390.987, 391.007
391.052, 391.07
391.121, 391.139
391.188, 391.207
391.271, 391.288
391.311, 391.352
391.376, 391.412
391.438, 391.48
391.504, 391.543
391.567, 391.604
391.627, 391.664
391.686, 391.724
391.748, 391.787
391.81, 391.849
391.877, 391.918
391.945, 391.988
392.01, 392.039
392.074, 392.111
392.138, 392.171
392.193, 392.226
392.247, 392.278
392.306, 392.34
392.361, 392.397
392.421, 392.457
392.494, 392.513
392.549, 392.582
392.607, 392.641
392.662, 392.696
392.718, 392.755
392.779, 392.816
392.838, 392.875
395.915, 395.973
396.004, 396.038
396.066, 396.102
396.128, 396.16
396.19, 396.223
396.267, 396.306
396.376, 396.439
396.485, 396.53
396.553, 396.59
396.631, 396.67
396.706, 396.744
396.765, 396.8
396.821, 396.857
396.886, 396.926
396.95, 396.99
397.053, 397.096
397.146, 397.198
397.221, 397.259
397.284, 397.323
397.346, 397.381
397.404, 397.44
397.465, 397.501
397.523, 397.563
397.586, 397.625
397.649, 397.687
397.708, 397.745
397.766, 397.805
397.828, 397.869
397.89, 397.929
397.953, 397.994
398.017, 398.055
401.015, 401.071
401.099, 401.139
401.168, 401.207
401.233, 401.27
401.291, 401.328
401.351, 401.386
401.411, 401.444
401.464, 401.497
401.517, 401.55
401.572, 401.605
401.629, 401.663
401.683, 401.716
401.739, 401.778
401.797, 401.834
401.853, 401.888
401.911, 401.945
401.968, 402
402.019, 402.053
402.084, 402.118
402.16, 402.217
402.263, 402.289
402.324, 402.347
402.384, 402.418
402.448, 402.47
402.507, 402.541
402.565, 402.597
402.622, 402.657
402.679, 402.713
402.734, 402.767
402.79, 402.823
405.627, 405.687
405.722, 405.744
405.783, 405.824
405.847, 405.883
405.908, 405.944
405.967, 406.003
406.027, 406.062
406.086, 406.123
406.145, 406.184
406.209, 406.249
406.27, 406.309
406.33, 406.371
406.395, 406.436
406.472, 406.513
406.543, 406.567
406.603, 406.643
406.671, 406.713
406.739, 406.778
406.806, 406.842
406.864, 406.899
406.921, 406.956
406.98, 407.014
407.041, 407.075
407.102, 407.137
407.166, 407.2
407.223, 407.257
407.287, 407.318
407.343, 407.379
407.402, 407.444
407.47, 407.508
410.531, 410.586
410.612, 410.654
410.683, 410.725
410.75, 410.79
410.815, 410.854
410.88, 410.921
410.944, 410.983
411.007, 411.043
411.069, 411.108
411.131, 411.167
411.19, 411.228
411.251, 411.289
411.313, 411.355
411.383, 411.424
411.454, 411.48
411.514, 411.548
411.579, 411.613
411.637, 411.678
411.701, 411.74
411.766, 411.807
411.829, 411.869
411.892, 411.933
411.96, 412.003
412.025, 412.063
412.085, 412.125
412.149, 412.186
412.208, 412.242
412.263, 412.297
412.32, 412.356
412.378, 412.418
412.441, 412.504
412.527, 412.567
415.368, 415.421
415.448, 415.507
415.535, 415.577
415.602, 415.641
415.665, 415.702
415.727, 415.765
415.789, 415.827
415.852, 415.891
415.915, 415.956
415.978, 416.018
416.044, 416.084
416.107, 416.144
416.168, 416.208
416.236, 416.278
416.301, 416.343
416.367, 416.41
416.436, 416.49
416.534, 416.552
416.574, 416.62
416.649, 416.668
416.704, 416.741
416.765, 416.799
416.821, 416.854
416.875, 416.912
416.934, 416.968
416.99, 417.023
417.045, 417.081
417.105, 417.14
417.16, 417.195
417.216, 417.249
417.273, 417.308
420.117, 420.169
420.201, 420.243
420.268, 420.307
420.331, 420.372
420.399, 420.442
420.481, 420.521
420.553, 420.593
420.63, 420.667
420.697, 420.735
420.759, 420.801
420.827, 420.87
420.893, 420.937
420.961, 420.983
421.024, 421.062
421.085, 421.122
421.155, 421.195
421.225, 421.266
421.29, 421.328
421.353, 421.389
421.41, 421.445
421.467, 421.501
421.525, 421.559
421.581, 421.616
421.639, 421.681
421.707, 421.748
421.771, 421.811
421.836, 421.874
421.913, 421.931
421.954, 421.994
422.02, 422.061
424.833, 424.881
424.908, 424.947
424.972, 425.008
425.032, 425.068
425.092, 425.135
425.172, 425.215
425.24, 425.28
425.302, 425.34
425.366, 425.406
425.471, 425.512
425.542, 425.579
425.606, 425.643
425.665, 425.688
425.727, 425.762
425.795, 425.837
425.86, 425.899
425.924, 425.964
425.988, 426.025
426.052, 426.091
426.114, 426.151
426.175, 426.224
426.248, 426.288
426.313, 426.354
426.378, 426.419
426.443, 426.483
426.508, 426.544
426.566, 426.601
426.623, 426.659
426.683, 426.719
426.742, 426.777
426.799, 426.833
426.856, 426.89
429.677, 429.724
429.752, 429.795
429.823, 429.865
429.89, 429.931
429.956, 429.995
430.021, 430.057
430.084, 430.118
430.144, 430.183
430.205, 430.252
430.279, 430.32
430.345, 430.369
430.392, 430.414
430.436, 430.458
430.484, 430.506
430.527, 430.549
430.581, 430.603
430.633, 430.655
430.676, 430.698
430.72, 430.742
430.765, 430.788
430.817, 430.839
430.861, 430.883
430.905, 430.927
430.949, 430.971
430.994, 431.016
431.037, 431.055
431.097, 431.142
431.168, 431.207
431.243, 431.268
431.31, 431.357
431.387, 431.405
434.477, 434.511
434.543, 434.567
434.592, 434.615
434.638, 434.66
434.684, 434.707
434.729, 434.752
434.774, 434.797
434.819, 434.842
434.863, 434.886
434.923, 434.945
434.968, 434.99
435.014, 435.035
435.058, 435.08
435.1, 435.122
435.143, 435.165
435.187, 435.208
435.23, 435.252
435.272, 435.294
435.316, 435.337
435.359, 435.381
435.4, 435.422
435.444, 435.465
435.486, 435.506
435.527, 435.549
435.571, 435.593
435.613, 435.634
435.656, 435.686
435.705, 435.728
435.748, 435.771
435.793, 435.827
438.895, 438.926
438.955, 438.974
439.018, 439.061
439.086, 439.109
439.153, 439.175
439.201, 439.224
439.249, 439.272
439.297, 439.32
439.342, 439.364
439.384, 439.407
439.43, 439.451
439.472, 439.494
439.515, 439.537
439.565, 439.587
439.615, 439.637
439.658, 439.686
439.707, 439.73
439.751, 439.773
439.795, 439.818
439.839, 439.86
439.88, 439.901
439.925, 439.947
439.967, 439.99
440.01, 440.029
440.057, 440.084
440.109, 440.128
440.148, 440.166
440.193, 440.212
440.231, 440.249
440.269, 440.288
443.235, 443.27
443.293, 443.316
443.346, 443.369
443.394, 443.417
443.44, 443.462
443.486, 443.509
443.535, 443.557
443.58, 443.601
443.652, 443.692
443.714, 443.736
443.759, 443.795
443.822, 443.854
443.876, 443.918
443.942, 443.975
444.014, 444.065
444.096, 444.141
444.17, 444.215
444.247, 444.29
444.315, 444.355
444.38, 444.42
444.447, 444.497
444.522, 444.588
444.612, 444.647
444.67, 444.706
444.728, 444.759
444.783, 444.818
444.837, 444.869
444.892, 444.925
444.963, 444.999
445.02, 445.056
445.08, 445.12
445.143, 445.181
447.927, 447.976
448.002, 448.042
448.067, 448.105
448.129, 448.169
448.191, 448.231
448.259, 448.292
448.32, 448.343
448.386, 448.424
448.449, 448.493
448.523, 448.568
448.591, 448.63
448.671, 448.708
448.748, 448.772
448.833, 448.871
448.902, 448.94
448.97, 449.01
449.05, 449.093
449.122, 449.164
449.197, 449.239
449.275, 449.313
449.336, 449.372
449.396, 449.429
449.454, 449.515
449.537, 449.572
449.594, 449.627
449.651, 449.685
449.707, 449.74
449.766, 449.801
449.824, 449.857
449.882, 449.918
449.945, 449.983
452.856, 452.91
452.944, 452.963
453.004, 453.023
453.067, 453.089
453.129, 453.152
453.185, 453.207
453.252, 453.286
453.309, 453.342
453.363, 453.398
453.42, 453.454
453.476, 453.535
453.556, 453.591
453.613, 453.647
453.67, 453.704
453.726, 453.76
453.78, 453.814
453.837, 453.87
453.891, 453.924
453.948, 453.982
454.002, 454.035
454.055, 454.087
454.11, 454.143
454.165, 454.201
454.222, 454.257
454.28, 454.313
454.335, 454.366
454.389, 454.432
454.472, 454.518
454.556, 454.59
454.623, 454.647
457.741, 457.774
457.802, 457.826
457.853, 457.876
457.901, 457.924
457.949, 457.972
458.001, 458.023
458.044, 458.066
458.09, 458.112
458.134, 458.156
458.177, 458.199
458.225, 458.248
458.269, 458.291
458.312, 458.335
458.358, 458.38
458.402, 458.424
458.445, 458.468
458.491, 458.513
458.535, 458.557
458.578, 458.6
458.623, 458.645
458.68, 458.702
458.722, 458.744
458.767, 458.789
458.82, 458.842
458.866, 458.889
458.91, 458.932
458.955, 459.001
459.031, 459.08
459.105, 459.14
459.162, 459.198
463.153, 463.207
463.243, 463.287
463.338, 463.388
463.423, 463.447
463.482, 463.505
463.543, 463.565
463.602, 463.639
463.665, 463.708
463.731, 463.77
463.795, 463.835
463.858, 463.896
463.916, 463.95
463.974, 464.01
464.029, 464.064
464.093, 464.127
464.154, 464.188
464.212, 464.248
464.276, 464.316
464.337, 464.375
464.396, 464.435
464.458, 464.511
464.533, 464.567
464.588, 464.623
464.647, 464.682
464.704, 464.737
464.758, 464.793
464.816, 464.855
464.877, 464.916
464.938, 464.976
465, 465.036
465.058, 465.094
465.117, 465.152
467.944, 468.002
468.029, 468.068
468.091, 468.128
468.153, 468.192
468.215, 468.255
468.28, 468.317
468.34, 468.378
468.398, 468.432
468.454, 468.626
468.647, 468.681
468.706, 468.74
468.765, 468.8
468.82, 468.854
468.873, 468.905
468.926, 468.959
468.987, 469.031
469.061, 469.096
469.122, 469.146
469.179, 469.201
469.234, 469.257
469.297, 469.319
469.361, 469.402
469.429, 469.485
469.507, 469.586
469.608, 469.647
469.671, 469.708
469.731, 469.766
469.786, 469.82
469.843, 469.879
469.901, 469.941
469.962, 470.002
472.877, 472.93
472.955, 472.979
473.025, 473.064
473.09, 473.157
473.181, 473.222
473.249, 473.291
473.315, 473.356
473.378, 473.418
473.442, 473.482
473.504, 473.545
473.569, 473.611
473.634, 473.676
473.699, 473.74
473.763, 473.804
473.825, 473.863
473.884, 473.921
473.943, 473.98
473.999, 474.032
474.053, 474.091
474.113, 474.148
474.169, 474.206
474.226, 474.261
474.283, 474.315
474.336, 474.369
474.391, 474.427
474.447, 474.482
474.502, 474.535
474.557, 474.59
474.609, 474.644
474.664, 474.697
498.186, 498.248
498.277, 498.301
498.347, 498.37
498.41, 498.447
498.473, 498.51
498.539, 498.564
498.595, 498.618
498.645, 498.679
498.704, 498.747
498.768, 498.811
498.833, 498.875
498.898, 498.937
498.957, 498.995
499.017, 499.058
499.082, 499.121
499.141, 499.178
499.199, 499.235
499.255, 499.292
499.313, 499.355
499.378, 499.419
499.449, 499.493
499.514, 499.557
499.583, 499.626
499.648, 499.688
499.708, 499.75
499.774, 499.814
499.835, 499.872
499.893, 499.927
499.95, 499.985
500.006, 500.058
502.813, 502.86
502.891, 502.916
502.946, 502.982
503.005, 503.04
503.063, 503.107
503.129, 503.169
503.193, 503.235
503.256, 503.279
503.314, 503.354
503.377, 503.418
503.439, 503.601
503.63, 503.671
503.697, 503.723
503.757, 503.78
503.817, 503.84
503.877, 503.9
503.934, 503.969
503.99, 504.029
504.053, 504.095
504.119, 504.16
504.19, 504.214
504.236, 504.27
504.289, 504.307
504.333, 504.355
504.375, 504.397
504.416, 504.438
504.46, 504.495
504.516, 504.538
504.558, 504.581
504.603, 504.625
504.645, 504.667
504.687, 504.709
507.48, 507.514
507.54, 507.564
507.585, 507.608
507.63, 507.653
507.674, 507.697
507.72, 507.742
507.764, 507.785
507.804, 507.827
507.846, 507.868
507.891, 507.913
507.932, 507.954
507.976, 507.997
508.017, 508.04
508.059, 508.081
508.102, 508.124
508.145, 508.168
508.185, 508.203
508.223, 508.241
508.26, 508.277
508.296, 508.314
508.335, 508.352
508.371, 508.389
508.408, 508.426
508.447, 508.473
508.492, 508.511
508.534, 508.552
508.571, 508.59
508.607, 508.626
508.647, 508.665
508.682, 508.701
508.72, 508.737
511.467, 511.497
511.524, 511.546
511.568, 511.59
511.61, 511.632
511.652, 511.675
511.697, 511.719
511.738, 511.76
511.78, 511.802
511.824, 511.846
511.866, 511.888
511.907, 511.929
511.953, 511.975
511.994, 512.017
512.036, 512.057
512.079, 512.101
512.122, 512.142
512.165, 512.184
512.202, 512.22
512.238, 512.256
512.29, 512.324
512.344, 512.376
512.395, 512.426
512.447, 512.486
512.506, 512.539
512.559, 512.59
512.617, 512.649
512.673, 512.705
512.737, 512.769
512.8, 512.832
512.855, 512.887
515.866, 515.918
515.948, 515.991
516.017, 516.056
516.083, 516.122
516.148, 516.183
516.206, 516.225
516.251, 516.273
516.294, 516.316
516.339, 516.361
516.381, 516.403
516.423, 516.445
516.475, 516.5
516.521, 516.543
516.563, 516.584
516.605, 516.623
516.647, 516.668
516.688, 516.709
516.73, 516.752
516.771, 516.794
516.813, 516.835
516.856, 516.878
516.895, 516.917
516.939, 516.96
516.979, 517
517.019, 517.04
517.062, 517.083
517.103, 517.125
517.144, 517.166
517.187, 517.205
517.224, 517.242
519.929, 519.962
519.99, 520.012
520.033, 520.055
520.075, 520.097
520.119, 520.14
520.159, 520.181
520.202, 520.224
520.248, 520.27
520.291, 520.313
520.333, 520.355
520.377, 520.399
520.418, 520.44
520.462, 520.5
520.519, 520.541
520.569, 520.591
520.612, 520.634
520.654, 520.675
520.695, 520.717
520.738, 520.761
520.78, 520.801
520.822, 520.843
520.865, 520.907
520.926, 520.948
520.968, 520.99
521.012, 521.034
521.054, 521.076
521.096, 521.118
521.14, 521.162
521.181, 521.199
521.226, 521.244
521.263, 521.281
521.301, 521.319
524.027, 524.057
524.08, 524.102
524.128, 524.173
524.198, 524.236
524.259, 524.299
524.321, 524.374
524.411, 524.46
524.502, 524.537
524.559, 524.581
524.606, 524.628
524.648, 524.669
524.691, 524.712
524.739, 524.76
524.782, 524.804
524.825, 524.845
524.869, 524.891
524.913, 524.934
524.957, 524.978
524.999, 525.021
525.043, 525.064
525.088, 525.109
525.131, 525.152
525.173, 525.194
525.215, 525.233
525.253, 525.272
525.298, 525.316
525.337, 525.355
525.375, 525.394
525.414, 525.432
525.453, 525.471
525.498, 525.515
529.15, 529.18
529.211, 529.235
529.258, 529.281
529.308, 529.343
529.367, 529.389
529.412, 529.434
529.459, 529.479
529.503, 529.524
529.553, 529.579
529.606, 529.628
529.65, 529.672
529.695, 529.717
529.739, 529.761
529.783, 529.804
529.827, 529.85
529.872, 529.894
529.921, 529.967
529.995, 530.035
530.058, 530.097
530.126, 530.157
530.22, 530.257
530.289, 530.313
530.345, 530.368
530.394, 530.416
530.441, 530.463
530.491, 530.513
530.547, 530.579
530.601, 530.633
530.656, 530.689
530.71, 530.742
533.533, 533.566
533.596, 533.619
533.642, 533.665
533.688, 533.709
533.733, 533.755
533.775, 533.797
533.817, 533.839
533.861, 533.882
533.902, 533.924
533.944, 533.965
533.987, 534.009
534.029, 534.051
534.077, 534.098
534.12, 534.142
534.162, 534.183
534.205, 534.227
534.247, 534.269
534.288, 534.31
534.331, 534.353
534.379, 534.401
534.422, 534.443
534.465, 534.487
534.506, 534.527
534.546, 534.567
534.591, 534.613
534.631, 534.653
534.673, 534.694
534.715, 534.737
534.756, 534.778
534.799, 534.82
534.839, 534.861
534.88, 534.901
537.664, 537.697
537.726, 537.746
537.77, 537.789
537.814, 537.833
537.859, 537.877
537.902, 537.925
537.952, 537.972
537.995, 538.017
538.036, 538.057
538.079, 538.101
538.12, 538.142
538.16, 538.182
538.203, 538.224
538.251, 538.274
538.292, 538.314
538.335, 538.357
538.377, 538.398
538.42, 538.441
538.463, 538.497
538.517, 538.562
538.593, 538.616
538.637, 538.659
538.688, 538.728
538.758, 538.802
538.824, 538.862
538.886, 538.925
538.951, 538.988
539.01, 539.046
539.07, 539.102
539.134, 539.156
539.181, 539.202
542.067, 542.097
542.125, 542.145
542.172, 542.191
542.216, 542.237
542.258, 542.28
542.299, 542.321
542.345, 542.367
542.388, 542.41
542.431, 542.454
542.474, 542.496
542.516, 542.538
542.559, 542.581
542.6, 542.622
542.641, 542.663
542.684, 542.706
542.725, 542.746
542.767, 542.789
542.81, 542.832
542.852, 542.874
542.897, 542.931
542.964, 542.988
543.011, 543.034
543.06, 543.116
543.139, 543.171
543.191, 543.212
543.233, 543.25
543.269, 543.288
543.307, 543.325
543.346, 543.364
543.383, 543.427
546.181, 546.205
546.232, 546.254
546.275, 546.296
546.318, 546.34
546.361, 546.381
546.402, 546.43
546.455, 546.491
546.516, 546.548
546.571, 546.613
546.64, 546.686
546.711, 546.751
546.777, 546.82
546.853, 546.888
546.913, 546.935
546.962, 546.985
547.007, 547.029
547.055, 547.077
547.099, 547.12
547.14, 547.162
547.181, 547.203
547.225, 547.245
547.265, 547.283
547.301, 547.319
547.34, 547.357
547.376, 547.398
547.418, 547.449
547.471, 547.501
547.52, 547.553
547.576, 547.606
547.644, 547.669
550.45, 550.474
550.5, 550.522
550.548, 550.565
550.595, 550.617
550.641, 550.663
550.684, 550.706
550.725, 550.746
550.777, 550.799
550.821, 550.842
550.876, 550.906
550.944, 550.966
550.985, 551.006
551.026, 551.047
551.07, 551.098
551.119, 551.142
551.164, 551.196
551.223, 551.262
551.286, 551.318
551.34, 551.374
551.398, 551.431
551.45, 551.468
551.492, 551.51
551.529, 551.547
551.567, 551.584
551.618, 551.636
551.654, 551.673
551.692, 551.709
551.73, 551.748
551.786, 551.804
551.823, 551.84
551.87, 551.888
551.907, 551.925
554.822, 554.854
554.882, 554.902
554.925, 554.944
554.964, 554.982
555.006, 555.024
555.046, 555.064
555.084, 555.102
555.124, 555.142
555.163, 555.181
555.203, 555.221
555.249, 555.271
555.292, 555.314
555.338, 555.36
555.382, 555.404
555.425, 555.447
555.47, 555.493
555.514, 555.535
555.556, 555.578
555.607, 555.629
555.65, 555.671
555.693, 555.714
555.737, 555.759
555.784, 555.812
555.849, 555.888
555.926, 555.967
555.995, 556.029
556.071, 556.11
556.135, 556.176
556.201, 556.24
556.266, 556.3
556.327, 556.36
559.504, 559.536
559.566, 559.589
559.613, 559.636
559.66, 559.683
559.704, 559.726
559.749, 559.771
559.795, 559.817
559.837, 559.859
559.887, 559.909
559.932, 559.953
559.973, 559.994
560.014, 560.036
560.059, 560.081
560.1, 560.122
560.143, 560.164
560.185, 560.207
560.227, 560.248
560.27, 560.288
560.309, 560.327
560.348, 560.367
560.396, 560.414
560.433, 560.451
560.482, 560.501
560.523, 560.541
560.562, 560.58
560.6, 560.618
560.64, 560.658
560.679, 560.697
560.717, 560.735
560.757, 560.775
563.787, 563.819
563.844, 563.866
563.894, 563.916
563.936, 563.958
563.983, 564.005
564.028, 564.05
564.073, 564.094
564.114, 564.136
564.158, 564.18
564.203, 564.225
564.245, 564.267
564.3, 564.335
564.361, 564.379
564.404, 564.425
564.515, 564.538
564.561, 564.582
564.601, 564.623
564.643, 564.665
564.687, 564.708
564.729, 564.75
564.774, 564.796
564.819, 564.842
564.866, 564.904
564.928, 564.965
564.987, 565.026
565.078, 565.094
565.127, 565.162
565.203, 565.219
565.317, 565.335
565.362, 565.385
568.163, 568.183
568.207, 568.229
568.261, 568.297
568.322, 568.344
568.366, 568.388
568.413, 568.435
568.456, 568.494
568.517, 568.54
568.565, 568.588
568.609, 568.631
568.652, 568.674
568.698, 568.719
568.741, 568.763
568.786, 568.808
568.828, 568.85
568.871, 568.893
568.916, 568.939
568.96, 568.982
569.002, 569.024
