Begin Mid, Begin Up, Begin Down, End Mid, End Up, End Down
1151.15, 1151.15, 1151.16, 1151.32, 1151.32, 1151.32
1151.35, 1151.35, 1151.35, 1151.51, 1151.51, 1151.51
1151.53, 1151.53, 1151.54, 1151.69, 1151.69, 1151.7
1151.72, 1151.72, 1151.72, 1151.89, 1151.89, 1151.89
1151.91, 1151.91, 1151.91, 1152.07, 1152.07, 1152.07
1152.1, 1152.1, 1152.1, 1152.26, 1152.26, 1152.26
1152.28, 1152.28, 1152.28, 1152.45, 1152.45, 1152.45
1152.48, 1152.48, 1152.48, 1152.64, 1152.64, 1152.64
1152.66, 1152.66, 1152.66, 1152.84, 1152.83, 1152.84
1152.87, 1152.87, 1152.87, 1153.04, 1153.04, 1153.04
1153.06, 1153.06, 1153.06, 1153.23, 1153.23, 1153.23
1153.25, 1153.25, 1153.25, 1153.42, 1153.41, 1153.41
1153.44, 1153.44, 1153.44, 1153.61, 1153.61, 1153.61
1153.63, 1153.63, 1153.63, 1153.8, 1153.8, 1153.8
1153.82, 1153.82, 1153.82, 1153.99, 1153.99, 1153.99
1154.01, 1154.01, 1154.02, 1154.2, 1154.2, 1154.19
1154.22, 1154.22, 1154.22, 1154.39, 1154.39, 1154.39
1154.42, 1154.42, 1154.42, 1154.59, 1154.59, 1154.59
1154.61, 1154.61, 1154.62, 1154.78, 1154.78, 1154.78
1154.8, 1154.8, 1154.8, 1154.97, 1154.97, 1154.97
1155, 1155, 1155, 1155.16, 1155.16, 1155.16
1155.19, 1155.19, 1155.19, 1155.36, 1155.36, 1155.36
1155.38, 1155.38, 1155.38, 1155.55, 1155.55, 1155.55
1155.57, 1155.57, 1155.57, 1155.73, 1155.73, 1155.74
1155.76, 1155.76, 1155.76, 1155.92, 1155.92, 1155.92
1155.94, 1155.94, 1155.94, 1156.12, 1156.11, 1156.11
1156.15, 1156.15, 1156.15, 1156.31, 1156.31, 1156.31
1156.34, 1156.34, 1156.34, 1156.5, 1156.5, 1156.5
1156.52, 1156.52, 1156.52, 1156.69, 1156.69, 1156.69
1156.71, 1156.71, 1156.71, 1156.88, 1156.88, 1156.88
1156.9, 1156.9, 1156.9, 1157.07, 1157.07, 1157.07
1157.1, 1157.1, 1157.1, 1157.27, 1157.26, 1157.27
1157.29, 1157.29, 1157.29, 1157.46, 1157.46, 1157.46
1157.48, 1157.48, 1157.48, 1157.65, 1157.65, 1157.65
1157.67, 1157.67, 1157.67, 1157.84, 1157.84, 1157.84
1157.87, 1157.87, 1157.87, 1158.04, 1158.04, 1158.04
1158.06, 1158.06, 1158.06, 1158.23, 1158.24, 1158.25
1158.27, 1158.27, 1158.27, 1158.44, 1158.44, 1158.44
1158.48, 1158.48, 1158.48, 1158.64, 1158.64, 1158.64
1158.67, 1158.67, 1158.67, 1158.83, 1158.85, 1158.83
1158.88, 1158.88, 1158.88, 1159.04, 1159.04, 1159.04
1159.07, 1159.07, 1159.07, 1159.24, 1159.24, 1159.24
1159.26, 1159.26, 1159.26, 1159.45, 1159.46, 1159.46
1159.49, 1159.49, 1159.49, 1159.65, 1159.66, 1159.67
1159.7, 1159.7, 1159.7, 1159.88, 1159.87, 1159.87
1159.9, 1159.9, 1159.9, 1160.07, 1160.07, 1160.07
1160.09, 1160.09, 1160.09, 1160.27, 1160.27, 1160.27
1160.29, 1160.29, 1160.29, 1160.45, 1160.45, 1160.45
1160.47, 1160.47, 1160.47, 1160.64, 1160.64, 1160.64
1160.66, 1160.66, 1160.66, 1160.83, 1160.83, 1160.83
1160.85, 1160.85, 1160.85, 1161.01, 1161.01, 1161.01
1161.03, 1161.03, 1161.03, 1161.2, 1161.2, 1161.2
1161.22, 1161.22, 1161.22, 1161.39, 1161.39, 1161.39
1161.41, 1161.41, 1161.41, 1161.57, 1161.57, 1161.57
1161.6, 1161.6, 1161.6, 1161.76, 1161.76, 1161.76
1161.78, 1161.78, 1161.78, 1161.95, 1161.96, 1161.95
1161.98, 1161.98, 1161.98, 1162.15, 1162.15, 1162.15
1162.18, 1162.18, 1162.18, 1162.34, 1162.34, 1162.34
1162.37, 1162.37, 1162.37, 1162.54, 1162.54, 1162.54
1162.57, 1162.57, 1162.57, 1162.73, 1162.73, 1162.73
1162.76, 1162.76, 1162.76, 1162.93, 1162.93, 1162.93
1162.95, 1162.95, 1162.96, 1163.11, 1163.11, 1163.11
1163.14, 1163.14, 1163.14, 1163.3, 1163.3, 1163.3
1163.33, 1163.33, 1163.33, 1163.49, 1163.49, 1163.49
1163.52, 1163.52, 1163.52, 1163.68, 1163.68, 1163.68
1163.71, 1163.71, 1163.71, 1163.87, 1163.87, 1163.87
1163.9, 1163.9, 1163.9, 1164.07, 1164.07, 1164.07
1164.09, 1164.09, 1164.09, 1164.26, 1164.26, 1164.26
1164.28, 1164.28, 1164.28, 1164.45, 1164.45, 1164.45
1164.47, 1164.47, 1164.47, 1164.64, 1164.64, 1164.64
1164.66, 1164.66, 1164.66, 1164.83, 1164.83, 1164.83
1164.85, 1164.85, 1164.85, 1165.02, 1165.02, 1165.02
1165.04, 1165.04, 1165.05, 1165.21, 1165.21, 1165.21
1165.23, 1165.23, 1165.23, 1165.4, 1165.4, 1165.4
1165.43, 1165.43, 1165.43, 1165.6, 1165.6, 1165.6
1165.62, 1165.62, 1165.62, 1165.79, 1165.79, 1165.79
1165.81, 1165.81, 1165.81, 1165.97, 1165.97, 1165.97
1166, 1166, 1166, 1166.17, 1166.17, 1166.17
1166.19, 1166.19, 1166.2, 1166.36, 1166.36, 1166.36
1166.38, 1166.38, 1166.39, 1166.55, 1166.56, 1166.55
1166.59, 1166.59, 1166.59, 1166.77, 1166.76, 1166.76
1166.8, 1166.8, 1166.8, 1166.96, 1166.96, 1166.97
1167, 1167, 1167, 1167.16, 1167.16, 1167.17
1167.2, 1167.2, 1167.2, 1167.38, 1167.36, 1167.36
1167.4, 1167.4, 1167.4, 1167.57, 1167.57, 1167.57
1167.59, 1167.59, 1167.59, 1167.76, 1167.76, 1167.76
1167.78, 1167.78, 1167.78, 1167.94, 1167.94, 1167.95
1167.97, 1167.97, 1167.97, 1168.13, 1168.13, 1168.13
1168.15, 1168.15, 1168.15, 1168.31, 1168.32, 1168.31
1168.34, 1168.34, 1168.34, 1168.5, 1168.5, 1168.5
1168.52, 1168.52, 1168.53, 1168.7, 1168.69, 1168.68
1168.72, 1168.72, 1168.72, 1168.89, 1168.89, 1168.89
1168.91, 1168.91, 1168.91, 1169.08, 1169.08, 1169.08
1169.1, 1169.1, 1169.1, 1169.26, 1169.26, 1169.26
1169.29, 1169.29, 1169.29, 1169.45, 1169.46, 1169.45
1169.48, 1169.48, 1169.48, 1169.64, 1169.64, 1169.64
1169.67, 1169.67, 1169.67, 1169.84, 1169.84, 1169.83
1169.86, 1169.86, 1169.86, 1170.04, 1170.03, 1170.03
1170.06, 1170.06, 1170.06, 1170.25, 1170.24, 1170.24
1170.28, 1170.28, 1170.28, 1170.44, 1170.44, 1170.44
1170.47, 1170.47, 1170.47, 1170.63, 1170.63, 1170.63
1170.66, 1170.66, 1170.66, 1170.82, 1170.82, 1170.82
1170.85, 1170.85, 1170.85, 1171.02, 1171.02, 1171.02
1171.04, 1171.04, 1171.05, 1171.21, 1171.21, 1171.21
1171.23, 1171.23, 1171.23, 1171.39, 1171.39, 1171.39
1171.41, 1171.41, 1171.42, 1171.57, 1171.57, 1171.57
1171.6, 1171.6, 1171.6, 1171.76, 1171.76, 1171.76
1171.78, 1171.78, 1171.78, 1171.95, 1171.95, 1171.95
1171.97, 1171.97, 1171.97, 1172.14, 1172.14, 1172.14
1172.16, 1172.16, 1172.16, 1172.32, 1172.33, 1172.33
1172.35, 1172.35, 1172.35, 1172.52, 1172.52, 1172.52
1172.54, 1172.54, 1172.54, 1172.7, 1172.71, 1172.71
1172.74, 1172.74, 1172.74, 1172.9, 1172.9, 1172.9
1172.92, 1172.92, 1172.92, 1173.09, 1173.09, 1173.09
1173.11, 1173.11, 1173.11, 1173.27, 1173.27, 1173.27
1173.29, 1173.29, 1173.29, 1173.46, 1173.46, 1173.46
1173.49, 1173.49, 1173.49, 1173.65, 1173.65, 1173.65
1173.68, 1173.68, 1173.68, 1173.85, 1173.85, 1173.85
1173.88, 1173.88, 1173.88, 1174.05, 1174.05, 1174.05
1174.08, 1174.08, 1174.08, 1174.25, 1174.25, 1174.26
1174.28, 1174.28, 1174.28, 1174.44, 1174.46, 1174.45
1174.48, 1174.48, 1174.49, 1174.65, 1174.65, 1174.66
1174.68, 1174.68, 1174.68, 1174.84, 1174.85, 1174.84
1174.87, 1174.87, 1174.87, 1175.04, 1175.04, 1175.04
1175.07, 1175.07, 1175.07, 1175.23, 1175.24, 1175.23
1175.26, 1175.26, 1175.26, 1175.42, 1175.42, 1175.42
1175.44, 1175.44, 1175.45, 1175.62, 1175.6, 1175.61
1175.64, 1175.64, 1175.64, 1175.8, 1175.8, 1175.8
1175.82, 1175.82, 1175.82, 1175.99, 1175.99, 1175.99
1176.01, 1176.01, 1176.01, 1176.18, 1176.18, 1176.18
1176.2, 1176.2, 1176.2, 1176.37, 1176.37, 1176.37
1176.39, 1176.39, 1176.39, 1176.55, 1176.55, 1176.55
1176.57, 1176.57, 1176.57, 1176.75, 1176.74, 1176.74
1176.77, 1176.77, 1176.77, 1176.93, 1176.93, 1176.93
1176.96, 1176.96, 1176.96, 1177.12, 1177.12, 1177.12
1177.14, 1177.14, 1177.14, 1177.3, 1177.32, 1177.29
1177.34, 1177.34, 1177.34, 1177.51, 1177.51, 1177.51
1177.53, 1177.53, 1177.53, 1177.69, 1177.69, 1177.69
1177.72, 1177.72, 1177.72, 1177.88, 1177.88, 1177.88
1177.9, 1177.9, 1177.9, 1178.06, 1178.06, 1178.06
1178.08, 1178.08, 1178.08, 1178.25, 1178.26, 1178.24
1178.28, 1178.28, 1178.29, 1178.45, 1178.45, 1178.45
1178.48, 1178.48, 1178.48, 1178.65, 1178.64, 1178.64
1178.68, 1178.68, 1178.68, 1178.85, 1178.85, 1178.85
1178.88, 1178.88, 1178.88, 1179.05, 1179.05, 1179.04
1179.07, 1179.07, 1179.07, 1179.24, 1179.24, 1179.24
1179.26, 1179.26, 1179.26, 1179.43, 1179.43, 1179.43
1179.46, 1179.46, 1179.46, 1179.62, 1179.62, 1179.62
1179.65, 1179.65, 1179.65, 1179.81, 1179.82, 1179.81
1179.84, 1179.84, 1179.84, 1180, 1180, 1180
1180.03, 1180.03, 1180.03, 1180.19, 1180.19, 1180.19
1180.21, 1180.21, 1180.21, 1180.38, 1180.38, 1180.38
1180.4, 1180.4, 1180.4, 1180.56, 1180.56, 1180.56
1180.59, 1180.59, 1180.59, 1180.77, 1180.77, 1180.77
1180.79, 1180.79, 1180.79, 1180.96, 1180.95, 1180.96
1180.98, 1180.98, 1180.98, 1181.15, 1181.15, 1181.15
1181.17, 1181.17, 1181.17, 1181.34, 1181.34, 1181.34
1181.36, 1181.36, 1181.36, 1181.53, 1181.53, 1181.53
1181.55, 1181.55, 1181.55, 1181.72, 1181.72, 1181.72
1181.74, 1181.74, 1181.74, 1181.9, 1181.9, 1181.9
1181.92, 1181.92, 1181.92, 1182.1, 1182.08, 1182.08
1182.12, 1182.12, 1182.12, 1182.29, 1182.29, 1182.3
1182.32, 1182.32, 1182.32, 1182.49, 1182.49, 1182.49
1182.51, 1182.51, 1182.51, 1182.68, 1182.68, 1182.68
1182.71, 1182.71, 1182.71, 1182.88, 1182.87, 1182.87
1182.9, 1182.9, 1182.9, 1183.06, 1183.06, 1183.06
1183.08, 1183.08, 1183.08, 1183.25, 1183.25, 1183.25
1183.28, 1183.28, 1183.28, 1183.45, 1183.44, 1183.44
1183.47, 1183.47, 1183.47, 1183.63, 1183.63, 1183.63
1183.65, 1183.65, 1183.65, 1183.87, 1183.87, 1183.87
1183.9, 1183.9, 1183.9, 1184.11, 1184.11, 1184.11
1184.13, 1184.13, 1184.13, 1184.35, 1184.35, 1184.35
1184.37, 1184.37, 1184.37, 1184.59, 1184.59, 1184.59
1184.61, 1184.61, 1184.61, 1184.83, 1184.83, 1184.83
1184.85, 1184.85, 1184.85, 1185.06, 1185.06, 1185.06
1185.08, 1185.08, 1185.09, 1185.3, 1185.3, 1185.3
1185.32, 1185.32, 1185.32, 1185.53, 1185.53, 1185.53
1185.55, 1185.55, 1185.55, 1185.76, 1185.77, 1185.76
1185.79, 1185.79, 1185.79, 1186.01, 1186.01, 1186
1186.03, 1186.03, 1186.03, 1186.25, 1186.24, 1186.24
1186.27, 1186.28, 1186.28, 1186.49, 1186.49, 1186.49
1186.52, 1186.52, 1186.52, 1186.73, 1186.73, 1186.73
1186.76, 1186.76, 1186.76, 1186.97, 1186.97, 1186.97
1186.99, 1186.99, 1186.99, 1187.2, 1187.2, 1187.2
1187.23, 1187.23, 1187.23, 1187.43, 1187.43, 1187.43
1187.46, 1187.46, 1187.46, 1187.67, 1187.68, 1187.62
1187.7, 1187.7, 1187.7, 1187.9, 1187.9, 1187.86
1187.92, 1187.92, 1187.93, 1188.12, 1188.12, 1188.08
1188.14, 1188.14, 1188.15, 1188.34, 1188.34, 1188.3
1188.36, 1188.36, 1188.36, 1188.55, 1188.55, 1188.52
1188.58, 1188.58, 1188.58, 1188.77, 1188.77, 1188.73
1188.79, 1188.79, 1188.79, 1188.98, 1188.98, 1188.94
1189.01, 1189.01, 1189.01, 1189.2, 1189.2, 1189.16
1189.22, 1189.22, 1189.22, 1189.41, 1189.41, 1189.37
1189.43, 1189.43, 1189.43, 1189.62, 1189.62, 1189.58
1189.65, 1189.65, 1189.65, 1189.84, 1189.84, 1189.8
1189.86, 1189.86, 1189.86, 1190.05, 1190.05, 1190.01
1190.07, 1190.07, 1190.07, 1190.28, 1190.27, 1190.24
1190.31, 1190.31, 1190.31, 1190.5, 1190.5, 1190.46
1190.52, 1190.52, 1190.52, 1190.71, 1190.71, 1190.68
1190.74, 1190.74, 1190.74, 1190.93, 1190.93, 1190.89
1190.96, 1190.96, 1190.96, 1191.15, 1191.15, 1191.11
1191.17, 1191.17, 1191.17, 1191.37, 1191.36, 1191.33
1191.39, 1191.39, 1191.39, 1191.58, 1191.58, 1191.54
1191.6, 1191.6, 1191.6, 1191.79, 1191.79, 1191.75
1191.81, 1191.81, 1191.81, 1192.01, 1192.01, 1191.96
1192.03, 1192.03, 1192.03, 1192.23, 1192.22, 1192.18
1192.25, 1192.25, 1192.25, 1192.44, 1192.44, 1192.4
1192.46, 1192.46, 1192.46, 1192.66, 1192.65, 1192.62
1192.68, 1192.68, 1192.68, 1192.88, 1192.88, 1192.84
1192.9, 1192.9, 1192.9, 1193.09, 1193.09, 1193.05
1193.11, 1193.11, 1193.11, 1193.3, 1193.3, 1193.26
1193.33, 1193.33, 1193.33, 1193.52, 1193.52, 1193.48
1193.54, 1193.54, 1193.54, 1193.73, 1193.73, 1193.69
1193.75, 1193.75, 1193.75, 1193.9, 1193.9, 1193.9
1193.93, 1193.93, 1193.93, 1194.08, 1194.08, 1194.08
1194.1, 1194.1, 1194.1, 1194.25, 1194.25, 1194.27
1194.29, 1194.29, 1194.29, 1194.44, 1194.44, 1194.44
1194.47, 1194.47, 1194.47, 1194.62, 1194.63, 1194.63
1194.66, 1194.66, 1194.66, 1194.81, 1194.81, 1194.81
1194.84, 1194.84, 1194.84, 1194.98, 1194.99, 1194.98
1195.01, 1195.01, 1195.01, 1195.16, 1195.16, 1195.16
1195.18, 1195.18, 1195.18, 1195.33, 1195.33, 1195.33
1195.35, 1195.35, 1195.36, 1195.51, 1195.51, 1195.51
1195.53, 1195.53, 1195.53, 1195.68, 1195.68, 1195.68
1195.7, 1195.7, 1195.7, 1195.85, 1195.85, 1195.85
1195.87, 1195.87, 1195.87, 1196.02, 1196.02, 1196.02
1196.05, 1196.05, 1196.05, 1196.2, 1196.2, 1196.2
1196.22, 1196.22, 1196.22, 1196.37, 1196.37, 1196.37
1196.39, 1196.39, 1196.39, 1196.54, 1196.55, 1196.54
1196.57, 1196.57, 1196.57, 1196.72, 1196.72, 1196.72
1196.75, 1196.75, 1196.75, 1196.9, 1196.9, 1196.9
1196.92, 1196.92, 1196.92, 1197.07, 1197.07, 1197.07
1197.09, 1197.09, 1197.09, 1197.25, 1197.25, 1197.25
1197.27, 1197.27, 1197.27, 1197.42, 1197.42, 1197.42
1197.44, 1197.44, 1197.44, 1197.6, 1197.6, 1197.6
1197.62, 1197.62, 1197.63, 1197.78, 1197.78, 1197.78
1197.8, 1197.8, 1197.8, 1197.95, 1197.95, 1197.96
1197.98, 1197.98, 1197.98, 1198.13, 1198.13, 1198.13
1198.15, 1198.15, 1198.15, 1198.32, 1198.31, 1198.31
1198.34, 1198.34, 1198.34, 1198.5, 1198.5, 1198.5
1198.52, 1198.52, 1198.52, 1198.67, 1198.67, 1198.67
1198.69, 1198.69, 1198.7, 1198.85, 1198.85, 1198.85
1198.88, 1198.88, 1198.88, 1199.03, 1199.03, 1199.03
1199.05, 1199.05, 1199.05, 1199.2, 1199.2, 1199.2
1199.23, 1199.23, 1199.23, 1199.38, 1199.38, 1199.38
1199.41, 1199.41, 1199.41, 1199.56, 1199.56, 1199.56
1199.58, 1199.58, 1199.58, 1199.72, 1199.73, 1199.73
1199.75, 1199.75, 1199.75, 1199.91, 1199.91, 1199.91
1199.93, 1199.93, 1199.93, 1200.08, 1200.08, 1200.09
1200.11, 1200.11, 1200.11, 1200.27, 1200.27, 1200.27
1200.3, 1200.3, 1200.3, 1200.44, 1200.46, 1200.45
1200.48, 1200.48, 1200.48, 1200.63, 1200.63, 1200.63
1200.65, 1200.65, 1200.65, 1200.8, 1200.8, 1200.8
1200.83, 1200.83, 1200.83, 1200.98, 1200.98, 1200.98
1201, 1201, 1201, 1201.19, 1201.19, 1201.15
1201.21, 1201.21, 1201.21, 1201.4, 1201.4, 1201.36
1201.43, 1201.43, 1201.43, 1201.63, 1201.63, 1201.59
1201.65, 1201.65, 1201.66, 1201.85, 1201.85, 1201.8
1201.87, 1201.87, 1201.87, 1202.06, 1202.06, 1202.02
1202.08, 1202.08, 1202.08, 1202.29, 1202.28, 1202.23
1202.31, 1202.31, 1202.31, 1202.5, 1202.5, 1202.46
1202.53, 1202.53, 1202.53, 1202.72, 1202.72, 1202.68
1202.75, 1202.75, 1202.75, 1202.95, 1202.94, 1202.89
1202.97, 1202.97, 1202.97, 1203.16, 1203.16, 1203.12
1203.19, 1203.19, 1203.19, 1203.38, 1203.38, 1203.34
1203.4, 1203.4, 1203.4, 1203.59, 1203.59, 1203.55
1203.61, 1203.61, 1203.61, 1203.8, 1203.8, 1203.76
1203.82, 1203.82, 1203.82, 1204.01, 1204.01, 1203.98
1204.04, 1204.04, 1204.04, 1204.23, 1204.23, 1204.19
1204.25, 1204.25, 1204.25, 1204.45, 1204.45, 1204.4
1204.47, 1204.47, 1204.48, 1204.67, 1204.67, 1204.63
1204.69, 1204.69, 1204.69, 1204.9, 1204.89, 1204.84
1204.92, 1204.92, 1204.92, 1205.13, 1205.12, 1205.12
1205.15, 1205.15, 1205.15, 1205.35, 1205.35, 1205.35
1205.37, 1205.37, 1205.37, 1205.57, 1205.56, 1205.56
1205.59, 1205.59, 1205.59, 1205.79, 1205.8, 1205.79
1205.82, 1205.82, 1205.82, 1206.07, 1206.06, 1206.02
1206.09, 1206.09, 1206.09, 1206.29, 1206.3, 1206.29
1206.32, 1206.32, 1206.32, 1206.52, 1206.52, 1206.52
1206.55, 1206.55, 1206.55, 1206.78, 1206.78, 1206.75
1206.81, 1206.81, 1206.81, 1207, 1207, 1207
1207.03, 1207.03, 1207.03, 1207.23, 1207.23, 1207.23
1207.25, 1207.25, 1207.25, 1207.46, 1207.46, 1207.47
1207.49, 1207.49, 1207.49, 1207.68, 1207.68, 1207.64
1207.71, 1207.71, 1207.71, 1207.9, 1207.9, 1207.86
1207.92, 1207.92, 1207.92, 1208.11, 1208.11, 1208.07
1208.13, 1208.13, 1208.14, 1208.32, 1208.32, 1208.28
1208.35, 1208.35, 1208.35, 1208.54, 1208.54, 1208.5
1208.58, 1208.58, 1208.58, 1208.77, 1208.77, 1208.73
1208.79, 1208.79, 1208.79, 1208.95, 1208.95, 1208.95
1208.97, 1208.97, 1208.97, 1209.16, 1209.16, 1209.12
1209.19, 1209.19, 1209.19, 1209.38, 1209.38, 1209.34
1209.4, 1209.4, 1209.4, 1209.6, 1209.6, 1209.56
1209.62, 1209.62, 1209.62, 1209.82, 1209.82, 1209.77
1209.84, 1209.84, 1209.84, 1210.03, 1210.03, 1209.99
1210.05, 1210.05, 1210.05, 1210.26, 1210.26, 1210.22
1210.29, 1210.29, 1210.29, 1210.48, 1210.48, 1210.44
1210.5, 1210.5, 1210.5, 1210.69, 1210.69, 1210.66
1210.72, 1210.72, 1210.72, 1210.91, 1210.91, 1210.87
1210.93, 1210.93, 1210.94, 1211.13, 1211.13, 1211.09
1211.15, 1211.15, 1211.15, 1211.34, 1211.34, 1211.31
1211.37, 1211.37, 1211.37, 1211.56, 1211.56, 1211.52
1211.58, 1211.58, 1211.58, 1211.77, 1211.77, 1211.73
1211.8, 1211.8, 1211.8, 1211.98, 1211.99, 1211.95
1212.01, 1212.01, 1212.01, 1212.22, 1212.2, 1212.16
1212.24, 1212.24, 1212.24, 1212.43, 1212.43, 1212.39
1212.45, 1212.45, 1212.45, 1212.64, 1212.64, 1212.6
1212.67, 1212.67, 1212.67, 1212.86, 1212.86, 1212.82
1212.88, 1212.88, 1212.88, 1213.07, 1213.07, 1213.03
1213.11, 1213.11, 1213.11, 1213.31, 1213.31, 1213.31
1213.34, 1213.34, 1213.34, 1213.53, 1213.53, 1213.55
1213.57, 1213.57, 1213.57, 1213.77, 1213.77, 1213.77
1213.79, 1213.79, 1213.79, 1213.99, 1213.99, 1213.99
1214.01, 1214.01, 1214.01, 1214.23, 1214.24, 1214.21
1214.26, 1214.26, 1214.26, 1214.47, 1214.47, 1214.48
1214.5, 1214.5, 1214.5, 1214.72, 1214.72, 1214.72
1214.74, 1214.74, 1214.74, 1214.95, 1214.96, 1214.95
1214.98, 1214.98, 1214.98, 1215.2, 1215.2, 1215.2
1215.22, 1215.22, 1215.23, 1215.45, 1215.45, 1215.46
1215.48, 1215.48, 1215.48, 1215.7, 1215.7, 1215.7
1215.73, 1215.73, 1215.73, 1215.93, 1215.93, 1215.94
1215.96, 1215.96, 1215.96, 1216.19, 1216.18, 1216.18
1216.21, 1216.21, 1216.21, 1216.43, 1216.43, 1216.43
1216.45, 1216.45, 1216.45, 1216.67, 1216.67, 1216.68
1216.71, 1216.71, 1216.71, 1216.92, 1216.92, 1216.92
1216.95, 1216.95, 1216.95, 1217.17, 1217.17, 1217.17
1217.19, 1217.19, 1217.19, 1217.41, 1217.41, 1217.41
1217.44, 1217.44, 1217.44, 1217.65, 1217.64, 1217.6
1217.67, 1217.67, 1217.67, 1217.88, 1217.88, 1217.83
1217.9, 1217.9, 1217.9, 1218.12, 1218.11, 1218.07
1218.14, 1218.14, 1218.14, 1218.36, 1218.36, 1218.32
1218.38, 1218.38, 1218.38, 1218.6, 1218.6, 1218.55
1218.63, 1218.63, 1218.63, 1218.84, 1218.84, 1218.8
1218.87, 1218.87, 1218.87, 1219.08, 1219.07, 1219.03
1219.1, 1219.1, 1219.1, 1219.32, 1219.32, 1219.28
1219.34, 1219.34, 1219.34, 1219.56, 1219.56, 1219.51
1219.58, 1219.58, 1219.58, 1219.8, 1219.79, 1219.75
1219.82, 1219.82, 1219.82, 1220.03, 1220.04, 1219.99
1220.06, 1220.06, 1220.06, 1220.29, 1220.28, 1220.23
1220.32, 1220.32, 1220.32, 1220.53, 1220.53, 1220.5
1220.56, 1220.56, 1220.56, 1220.77, 1220.77, 1220.72
1220.79, 1220.79, 1220.79, 1221.01, 1221.01, 1220.97
1221.03, 1221.03, 1221.03, 1221.25, 1221.26, 1221.2
1221.28, 1221.28, 1221.28, 1221.5, 1221.5, 1221.45
1221.52, 1221.52, 1221.52, 1221.73, 1221.73, 1221.69
1221.75, 1221.75, 1221.76, 1221.97, 1221.97, 1221.92
1221.99, 1221.99, 1221.99, 1222.21, 1222.23, 1222.16
1222.26, 1222.26, 1222.26, 1222.48, 1222.48, 1222.44
1222.51, 1222.51, 1222.51, 1222.72, 1222.72, 1222.68
1222.75, 1222.75, 1222.76, 1222.95, 1222.95, 1222.95
1222.98, 1222.98, 1222.98, 1223.2, 1223.2, 1223.16
1223.22, 1223.22, 1223.22, 1223.44, 1223.44, 1223.39
1223.47, 1223.47, 1223.47, 1223.68, 1223.68, 1223.64
1223.7, 1223.7, 1223.7, 1223.91, 1223.91, 1223.87
1223.94, 1223.94, 1223.94, 1224.15, 1224.15, 1224.11
1224.17, 1224.17, 1224.17, 1224.39, 1224.39, 1224.34
1224.41, 1224.41, 1224.41, 1224.62, 1224.62, 1224.58
1224.65, 1224.65, 1224.65, 1224.86, 1224.86, 1224.82
1224.89, 1224.89, 1224.89, 1225.1, 1225.1, 1225.05
1225.12, 1225.12, 1225.12, 1225.34, 1225.34, 1225.29
1225.37, 1225.37, 1225.37, 1225.58, 1225.58, 1225.54
1225.6, 1225.6, 1225.6, 1225.81, 1225.81, 1225.77
1225.83, 1225.83, 1225.83, 1226.05, 1226.05, 1226
1226.07, 1226.07, 1226.07, 1226.29, 1226.29, 1226.26
1226.32, 1226.32, 1226.32, 1226.53, 1226.54, 1226.48
1226.56, 1226.56, 1226.56, 1226.77, 1226.77, 1226.73
1226.8, 1226.8, 1226.8, 1227.01, 1227.02, 1226.96
1227.04, 1227.04, 1227.04, 1227.26, 1227.26, 1227.21
1227.28, 1227.28, 1227.28, 1227.5, 1227.5, 1227.45
1227.53, 1227.53, 1227.53, 1227.74, 1227.74, 1227.7
1227.76, 1227.76, 1227.76, 1227.97, 1227.98, 1227.93
1228.01, 1228.01, 1228.01, 1228.21, 1228.21, 1228.17
1228.23, 1228.23, 1228.23, 1228.43, 1228.43, 1228.44
1228.46, 1228.46, 1228.46, 1228.66, 1228.66, 1228.66
1228.68, 1228.68, 1228.68, 1228.88, 1228.89, 1228.88
1228.91, 1228.91, 1228.91, 1229.11, 1229.11, 1229.11
1229.13, 1229.13, 1229.13, 1229.35, 1229.33, 1229.34
1229.37, 1229.37, 1229.37, 1229.57, 1229.57, 1229.58
1229.6, 1229.6, 1229.6, 1229.8, 1229.8, 1229.8
1229.82, 1229.82, 1229.82, 1230.02, 1230.02, 1230.02
1230.04, 1230.04, 1230.05, 1230.35, 1230.34, 1230.26
1230.37, 1230.37, 1230.37, 1230.61, 1230.71, 1230.61
1230.73, 1230.73, 1230.73, 1230.98, 1231.02, 1230.97
1231.04, 1231.04, 1231.04, 1231.29, 1231.34, 1231.24
1231.36, 1231.36, 1231.36, 1231.6, 1231.6, 1231.56
1231.63, 1231.63, 1231.63, 1231.82, 1231.86, 1231.83
1231.89, 1231.89, 1231.89, 1232.09, 1232.09, 1232.09
1232.11, 1232.11, 1232.11, 1232.3, 1232.3, 1232.3
1232.33, 1232.33, 1232.33, 1232.52, 1232.56, 1232.52
1232.58, 1232.58, 1232.58, 1232.78, 1232.78, 1232.78
1232.8, 1232.8, 1232.81, 1233, 1233, 1233
1233.03, 1233.03, 1233.03, 1233.22, 1233.23, 1233.22
1233.25, 1233.25, 1233.25, 1233.45, 1233.45, 1233.45
1233.47, 1233.47, 1233.47, 1233.67, 1233.67, 1233.67
1233.7, 1233.7, 1233.7, 1233.9, 1233.9, 1233.9
1233.92, 1233.92, 1233.92, 1234.12, 1234.12, 1234.12
1234.14, 1234.14, 1234.14, 1234.34, 1234.35, 1234.34
1234.37, 1234.37, 1234.37, 1234.56, 1234.57, 1234.57
1234.59, 1234.59, 1234.59, 1234.79, 1234.8, 1234.79
