Begin Mid, Begin Up, Begin Down, End Mid, End Up, End Down
342.138, 342.138, 342.138, 342.358, 342.349, 342.302
342.381, 342.381, 342.382, 342.576, 342.581, 342.533
342.602, 342.602, 342.602, 342.796, 342.797, 342.755
342.821, 342.821, 342.821, 343.016, 343.016, 342.971
343.038, 343.038, 343.038, 343.236, 343.226, 343.192
343.257, 343.257, 343.258, 343.453, 343.453, 343.453
343.477, 343.477, 343.478, 343.672, 343.672, 343.673
343.694, 343.694, 343.695, 343.894, 343.901, 343.894
343.924, 343.924, 343.924, 344.123, 344.123, 344.123
344.145, 344.145, 344.145, 344.346, 344.346, 344.346
344.368, 344.368, 344.369, 344.576, 344.584, 344.563
344.608, 344.608, 344.609, 344.822, 344.822, 344.828
344.849, 344.849, 344.849, 345.066, 345.066, 345.066
345.087, 345.087, 345.089, 345.303, 345.303, 345.303
345.327, 345.327, 345.327, 345.548, 345.548, 345.549
345.57, 345.57, 345.57, 345.791, 345.779, 345.777
345.812, 345.812, 345.812, 346.033, 346.033, 346.033
346.058, 346.058, 346.058, 346.297, 346.297, 346.282
346.32, 346.32, 346.321, 346.539, 346.536, 346.541
346.562, 346.562, 346.563, 346.795, 346.776, 346.776
346.819, 346.819, 346.82, 347.039, 347.037, 347.043
347.064, 347.064, 347.064, 347.278, 347.31, 347.292
347.334, 347.334, 347.335, 347.555, 347.553, 347.55
347.576, 347.576, 347.576, 347.791, 347.791, 347.741
347.813, 347.813, 347.814, 348.027, 348.027, 347.984
348.052, 348.052, 348.053, 348.266, 348.262, 348.217
348.287, 348.287, 348.287, 348.499, 348.502, 348.456
348.523, 348.523, 348.525, 348.733, 348.734, 348.696
348.757, 348.757, 348.758, 348.971, 348.971, 348.923
348.992, 348.992, 348.993, 349.203, 349.211, 349.158
349.232, 349.232, 349.233, 349.442, 349.441, 349.393
349.465, 349.465, 349.465, 349.679, 349.679, 349.63
349.7, 349.7, 349.7, 349.912, 349.915, 349.866
349.937, 349.937, 349.937, 350.167, 350.155, 350.102
350.199, 350.2, 350.2, 350.422, 350.43, 350.385
350.453, 350.453, 350.453, 350.663, 350.666, 350.624
350.69, 350.69, 350.69, 350.91, 350.918, 350.855
350.939, 350.939, 350.941, 351.146, 351.149, 351.102
351.171, 351.171, 351.171, 351.384, 351.384, 351.341
351.408, 351.408, 351.409, 351.624, 351.623, 351.569
351.646, 351.646, 351.646, 351.862, 351.862, 351.815
351.883, 351.883, 351.885, 352.099, 352.099, 352.054
352.123, 352.123, 352.123, 352.336, 352.335, 352.289
352.357, 352.357, 352.359, 352.576, 352.573, 352.527
352.598, 352.598, 352.598, 352.816, 352.813, 352.764
352.84, 352.84, 352.84, 353.053, 353.06, 353.007
353.081, 353.081, 353.082, 353.298, 353.298, 353.252
353.322, 353.322, 353.325, 353.536, 353.536, 353.493
353.563, 353.565, 353.566, 353.777, 353.777, 353.73
353.8, 353.8, 353.806, 354.015, 354.024, 353.974
354.045, 354.045, 354.055, 354.301, 354.28, 354.31
354.338, 354.339, 354.343, 354.544, 354.553, 354.512
354.575, 354.575, 354.586, 354.782, 354.783, 354.779
354.807, 354.807, 354.807, 355.024, 355.035, 354.979
355.057, 355.057, 355.058, 355.271, 355.271, 355.231
355.292, 355.292, 355.292, 355.508, 355.506, 355.455
355.537, 355.539, 355.539, 355.817, 355.78, 355.736
355.844, 355.844, 355.846, 356.166, 356.075, 356.111
356.197, 356.2, 356.2, 356.491, 356.447, 356.51
356.542, 356.547, 356.556, 356.751, 356.858, 356.746
356.896, 356.899, 356.906, 357.111, 357.179, 357.135
357.201, 357.203, 357.218, 357.415, 357.454, 357.418
357.478, 357.481, 357.493, 357.692, 357.697, 357.687
357.727, 357.729, 357.739, 357.938, 357.988, 357.942
358.011, 358.012, 358.012, 358.252, 358.237, 358.194
358.282, 358.283, 358.283, 358.501, 358.512, 358.448
358.535, 358.536, 358.536, 358.75, 358.752, 358.701
358.78, 358.78, 358.783, 359, 358.991, 358.946
359.024, 359.025, 359.025, 359.225, 359.225, 359.227
359.253, 359.253, 359.253, 359.453, 359.453, 359.453
359.484, 359.484, 359.485, 359.691, 359.691, 359.697
359.72, 359.72, 359.72, 359.963, 359.963, 359.923
359.986, 359.986, 359.986, 360.182, 360.183, 360.18
360.208, 360.208, 360.208, 360.409, 360.412, 360.409
360.434, 360.434, 360.434, 360.631, 360.631, 360.629
360.652, 360.652, 360.653, 360.848, 360.851, 360.9
360.925, 360.925, 360.926, 361.162, 361.162, 361.132
361.183, 361.183, 361.184, 361.51, 361.529, 361.503
361.552, 361.552, 361.552, 361.798, 361.791, 361.748
361.821, 361.821, 361.822, 362.021, 362.06, 362.021
362.085, 362.085, 362.085, 362.3, 362.355, 362.297
362.379, 362.379, 362.379, 362.578, 362.617, 362.578
362.643, 362.643, 362.643, 362.841, 362.883, 362.843
362.906, 362.906, 362.907, 363.106, 363.146, 363.106
363.169, 363.169, 363.169, 363.366, 363.366, 363.366
363.401, 363.401, 363.414, 363.6, 363.639, 363.637
363.67, 363.67, 363.686, 363.864, 363.861, 363.924
363.955, 363.955, 363.959, 364.154, 364.154, 364.158
364.183, 364.183, 364.185, 364.379, 364.379, 364.379
364.402, 364.402, 364.403, 364.615, 364.595, 364.595
364.638, 364.64, 364.646, 364.839, 364.839, 364.855
364.881, 364.881, 364.881, 365.08, 365.077, 365.077
365.103, 365.103, 365.103, 365.3, 365.3, 365.3
365.324, 365.324, 365.324, 365.519, 365.519, 365.519
365.545, 365.545, 365.545, 365.75, 365.764, 365.758
365.786, 365.786, 365.786, 365.986, 365.986, 365.986
366.008, 366.008, 366.009, 366.225, 366.219, 366.219
366.25, 366.25, 366.25, 366.446, 366.447, 366.406
366.469, 366.469, 366.469, 366.667, 366.667, 366.622
366.693, 366.693, 366.693, 366.889, 366.887, 366.843
366.912, 366.912, 366.912, 367.106, 367.106, 367.068
367.129, 367.129, 367.129, 367.321, 367.321, 367.281
367.346, 367.346, 367.346, 367.537, 367.539, 367.5
367.561, 367.561, 367.562, 367.754, 367.752, 367.708
367.777, 367.777, 367.777, 367.971, 367.969, 367.969
367.995, 367.996, 367.996, 368.194, 368.194, 368.194
368.217, 368.217, 368.217, 368.41, 368.412, 368.412
368.434, 368.434, 368.435, 368.628, 368.628, 368.628
368.653, 368.653, 368.654, 368.847, 368.856, 368.852
368.877, 368.877, 368.877, 369.083, 369.077, 369.077
369.104, 369.104, 369.104, 369.302, 369.302, 369.302
369.326, 369.326, 369.326, 369.524, 369.524, 369.524
369.546, 369.546, 369.546, 369.762, 369.76, 369.745
369.788, 369.788, 369.788, 370.006, 370.006, 370.015
370.037, 370.037, 370.037, 370.325, 370.325, 370.274
370.348, 370.348, 370.348, 370.565, 370.556, 370.556
370.597, 370.597, 370.597, 370.76, 370.76, 370.76
370.783, 370.783, 370.783, 370.953, 370.953, 370.953
370.977, 370.977, 370.977, 371.151, 371.151, 371.151
371.177, 371.177, 371.177, 371.348, 371.348, 371.348
371.371, 371.371, 371.371, 371.542, 371.542, 371.542
371.564, 371.564, 371.564, 371.732, 371.73, 371.729
371.756, 371.757, 371.758, 371.92, 371.92, 371.932
371.953, 371.953, 371.954, 372.126, 372.119, 372.122
372.147, 372.147, 372.147, 372.313, 372.308, 372.319
372.342, 372.342, 372.343, 372.509, 372.511, 372.511
372.533, 372.533, 372.533, 372.697, 372.697, 372.7
372.724, 372.724, 372.724, 372.896, 372.896, 372.896
372.918, 372.918, 372.918, 373.083, 373.081, 373.083
373.105, 373.105, 373.105, 373.275, 373.275, 373.275
373.3, 373.3, 373.3, 373.462, 373.471, 373.462
373.493, 373.493, 373.493, 373.655, 373.655, 373.657
373.679, 373.679, 373.68, 373.84, 373.844, 373.844
373.869, 373.869, 373.87, 374.033, 374.042, 374.031
374.064, 374.064, 374.064, 374.261, 374.259, 374.253
374.282, 374.282, 374.282, 374.448, 374.448, 374.443
374.473, 374.473, 374.473, 374.64, 374.64, 374.64
374.662, 374.662, 374.662, 374.819, 374.823, 374.823
374.847, 374.847, 374.847, 375.023, 375.023, 375.024
375.048, 375.048, 375.048, 375.213, 375.213, 375.212
375.236, 375.236, 375.236, 375.399, 375.399, 375.399
375.421, 375.421, 375.422, 375.582, 375.585, 375.585
375.609, 375.609, 375.609, 375.776, 375.776, 375.775
375.798, 375.798, 375.798, 375.964, 375.974, 375.964
375.999, 375.999, 375.999, 376.169, 376.169, 376.169
376.193, 376.193, 376.193, 376.361, 376.361, 376.361
376.384, 376.384, 376.385, 376.545, 376.549, 376.542
376.574, 376.574, 376.574, 376.737, 376.736, 376.738
376.76, 376.76, 376.76, 376.925, 376.927, 376.925
376.948, 376.948, 376.95, 377.115, 377.112, 377.112
377.14, 377.14, 377.14, 377.302, 377.304, 377.299
377.326, 377.326, 377.326, 377.489, 377.488, 377.489
377.512, 377.511, 377.516, 377.682, 377.678, 377.683
377.707, 377.707, 377.708, 377.866, 377.867, 377.867
377.889, 377.889, 377.889, 378.055, 378.053, 378.064
378.086, 378.086, 378.086, 378.259, 378.259, 378.265
378.293, 378.293, 378.293, 378.461, 378.462, 378.461
378.484, 378.484, 378.486, 378.653, 378.653, 378.653
378.679, 378.679, 378.679, 378.837, 378.84, 378.847
378.869, 378.869, 378.869, 379.028, 379.03, 379.039
379.06, 379.06, 379.06, 379.225, 379.227, 379.225
379.251, 379.251, 379.251, 379.422, 379.422, 379.419
379.444, 379.444, 379.445, 379.609, 379.608, 379.625
379.646, 379.646, 379.646, 379.815, 379.815, 379.81
379.839, 379.839, 379.839, 379.998, 379.999, 380.001
380.022, 380.022, 380.022, 380.19, 380.19, 380.185
380.212, 380.212, 380.213, 380.382, 380.375, 380.376
380.406, 380.406, 380.406, 380.587, 380.584, 380.584
380.608, 380.608, 380.608, 380.775, 380.775, 380.775
380.797, 380.797, 380.797, 380.962, 380.962, 380.953
380.986, 380.986, 380.986, 381.161, 381.162, 381.164
381.186, 381.186, 381.186, 381.349, 381.347, 381.349
381.374, 381.374, 381.374, 381.535, 381.532, 381.532
381.556, 381.556, 381.557, 381.718, 381.718, 381.718
381.74, 381.74, 381.741, 381.902, 381.901, 381.904
381.93, 381.935, 381.94, 382.115, 382.108, 382.115
382.137, 382.137, 382.137, 382.324, 382.327, 382.328
382.349, 382.349, 382.349, 382.509, 382.509, 382.511
382.535, 382.535, 382.536, 382.698, 382.701, 382.707
382.729, 382.729, 382.729, 382.894, 382.894, 382.894
382.916, 382.916, 382.916, 383.08, 383.077, 383.089
383.114, 383.114, 383.114, 383.272, 383.269, 383.277
383.299, 383.3, 383.3, 383.464, 383.464, 383.464
383.486, 383.486, 383.486, 383.755, 383.755, 383.708
383.779, 383.779, 383.781, 383.997, 383.997, 383.997
384.02, 384.02, 384.02, 384.245, 384.245, 384.245
384.267, 384.267, 384.267, 384.47, 384.47, 384.47
384.494, 384.494, 384.494, 384.703, 384.697, 384.697
384.724, 384.724, 384.724, 384.926, 384.926, 384.926
384.951, 384.951, 384.951, 385.149, 385.16, 385.145
385.185, 385.185, 385.187, 385.38, 385.383, 385.383
385.408, 385.408, 385.409, 385.603, 385.6, 385.604
385.632, 385.632, 385.632, 385.827, 385.831, 385.829
385.852, 385.853, 385.853, 386.095, 386.09, 386.049
386.116, 386.116, 386.116, 386.374, 386.374, 386.337
386.403, 386.403, 386.403, 386.743, 386.741, 386.655
386.769, 386.769, 386.77, 387.056, 387.053, 387.016
387.081, 387.081, 387.082, 387.282, 387.317, 387.282
387.348, 387.348, 387.348, 387.547, 387.547, 387.547
387.573, 387.573, 387.573, 387.775, 387.773, 387.77
387.8, 387.8, 387.801, 387.998, 388, 387.998
388.024, 388.024, 388.024, 388.212, 388.215, 388.24
388.263, 388.263, 388.263, 388.509, 388.504, 388.463
388.535, 388.535, 388.535, 388.734, 388.734, 388.734
388.757, 388.757, 388.757, 388.971, 388.971, 388.959
388.993, 388.993, 388.994, 389.201, 389.202, 389.201
389.227, 389.227, 389.227, 389.432, 389.43, 389.391
389.454, 389.454, 389.454, 389.669, 389.669, 389.619
389.691, 389.691, 389.691, 389.896, 389.897, 389.856
389.921, 389.921, 389.921, 390.135, 390.126, 390.096
390.156, 390.156, 390.158, 390.388, 390.386, 390.357
390.414, 390.414, 390.416, 390.622, 390.622, 390.578
390.65, 390.651, 390.651, 390.864, 390.869, 390.813
390.895, 390.895, 390.895, 391.097, 391.101, 391.061
391.126, 391.126, 391.126, 391.343, 391.343, 391.295
391.369, 391.369, 391.369, 391.579, 391.579, 391.533
391.601, 391.603, 391.608, 391.812, 391.815, 391.776
391.837, 391.837, 391.837, 392.052, 392.049, 392.049
392.075, 392.075, 392.076, 392.285, 392.285, 392.291
392.312, 392.312, 392.312, 392.524, 392.523, 392.524
392.548, 392.548, 392.548, 392.802, 392.796, 392.757
392.824, 392.824, 392.825, 393.02, 393.02, 393.021
393.043, 393.043, 393.044, 393.236, 393.241, 393.238
393.267, 393.267, 393.267, 393.461, 393.461, 393.46
393.484, 393.484, 393.486, 393.684, 393.688, 393.69
393.711, 393.711, 393.711, 393.951, 393.95, 393.907
393.976, 393.976, 393.977, 394.184, 394.281, 394.185
394.308, 394.308, 394.308, 394.547, 394.591, 394.507
394.617, 394.617, 394.617, 394.899, 394.899, 394.815
394.928, 394.928, 394.929, 395.166, 395.215, 395.129
395.24, 395.24, 395.24, 395.477, 395.479, 395.437
395.509, 395.509, 395.526, 395.746, 395.746, 395.753
395.788, 395.788, 395.804, 395.996, 396.037, 396.047
396.077, 396.079, 396.082, 396.28, 396.319, 396.282
396.344, 396.355, 396.356, 396.534, 396.59, 396.583
396.622, 396.623, 396.627, 396.817, 396.82, 396.825
396.847, 396.847, 396.848, 397.048, 397.045, 397.044
397.074, 397.074, 397.074, 397.27, 397.268, 397.268
397.292, 397.292, 397.293, 397.49, 397.49, 397.49
397.512, 397.512, 397.513, 397.713, 397.706, 397.712
397.74, 397.74, 397.74, 397.937, 397.937, 397.937
397.96, 397.96, 397.966, 398.156, 398.156, 398.159
398.188, 398.189, 398.19, 398.4, 398.4, 398.4
398.425, 398.425, 398.426, 398.621, 398.621, 398.621
398.644, 398.644, 398.645, 398.842, 398.842, 398.842
398.864, 398.865, 398.865, 399.059, 399.065, 399.059
399.089, 399.09, 399.09, 399.285, 399.285, 399.285
399.307, 399.307, 399.307, 399.511, 399.505, 399.504
399.536, 399.536, 399.536, 399.733, 399.733, 399.733
399.755, 399.755, 399.755, 399.949, 399.951, 399.95
399.974, 399.974, 399.975, 400.175, 400.175, 400.177
400.201, 400.201, 400.203, 400.407, 400.41, 400.399
400.432, 400.432, 400.433, 400.65, 400.65, 400.65
400.672, 400.672, 400.672, 400.904, 400.891, 400.898
400.929, 400.929, 400.929, 401.145, 401.145, 401.145
401.167, 401.167, 401.167, 401.389, 401.389, 401.389
401.411, 401.411, 401.413, 401.578, 401.578, 401.578
401.604, 401.604, 401.604, 401.773, 401.773, 401.773
401.795, 401.795, 401.796, 401.96, 401.961, 401.963
401.985, 401.985, 401.985, 402.154, 402.163, 402.158
402.194, 402.194, 402.194, 402.367, 402.367, 402.367
402.389, 402.389, 402.389, 402.555, 402.555, 402.555
402.577, 402.577, 402.577, 402.747, 402.749, 402.749
402.786, 402.786, 402.787, 402.962, 402.962, 402.965
402.987, 402.987, 402.987, 403.151, 403.149, 403.153
403.177, 403.177, 403.177, 403.343, 403.342, 403.343
403.365, 403.365, 403.365, 403.525, 403.527, 403.527
403.549, 403.549, 403.549, 403.715, 403.715, 403.715
403.739, 403.739, 403.739, 403.911, 403.911, 403.911
403.933, 403.933, 403.934, 404.097, 404.097, 404.099
404.12, 404.12, 404.122, 404.288, 404.284, 404.284
404.312, 404.312, 404.312, 404.491, 404.488, 404.482
404.51, 404.51, 404.512, 404.686, 404.686, 404.686
404.707, 404.707, 404.707, 404.873, 404.876, 404.88
404.904, 404.904, 404.905, 405.07, 405.07, 405.07
405.092, 405.092, 405.093, 405.259, 405.259, 405.269
405.29, 405.29, 405.291, 405.461, 405.461, 405.461
405.486, 405.486, 405.486, 405.65, 405.65, 405.65
405.672, 405.673, 405.673, 405.844, 405.844, 405.844
405.869, 405.869, 405.869, 406.038, 406.038, 406.038
406.06, 406.06, 406.06, 406.257, 406.245, 406.256
406.278, 406.278, 406.28, 406.444, 406.447, 406.458
406.488, 406.49, 406.49, 406.648, 406.657, 406.655
406.683, 406.683, 406.684, 406.848, 406.852, 406.848
406.878, 406.878, 406.879, 407.052, 407.052, 407.052
407.077, 407.077, 407.078, 407.243, 407.243, 407.25
407.272, 407.272, 407.273, 407.452, 407.439, 407.442
407.473, 407.473, 407.473, 407.746, 407.746, 407.644
407.771, 407.771, 407.771, 407.991, 407.991, 407.991
408.013, 408.013, 408.013, 408.212, 408.21, 408.224
408.246, 408.246, 408.247, 408.441, 408.441, 408.438
408.465, 408.465, 408.465, 408.665, 408.671, 408.665
408.694, 408.694, 408.694, 408.898, 408.892, 408.892
408.923, 408.923, 408.923, 409.116, 409.122, 409.133
409.156, 409.156, 409.156, 409.35, 409.363, 409.353
409.385, 409.385, 409.385, 409.585, 409.585, 409.585
409.609, 409.609, 409.609, 409.815, 409.819, 409.815
409.84, 409.84, 409.84, 410.083, 410.083, 410.034
410.105, 410.105, 410.105, 410.37, 410.363, 410.324
410.399, 410.4, 410.4, 410.733, 410.733, 410.69
410.759, 410.759, 410.761, 411.004, 411.048, 410.956
411.073, 411.074, 411.074, 411.316, 411.31, 411.267
411.345, 411.345, 411.346, 411.552, 411.56, 411.562
411.585, 411.589, 411.589, 411.791, 411.793, 411.791
411.816, 411.816, 411.816, 412.009, 412.007, 412.02
412.045, 412.046, 412.052, 412.24, 412.24, 412.242
412.264, 412.264, 412.265, 412.503, 412.505, 412.464
412.527, 412.527, 412.527, 412.724, 412.723, 412.733
412.758, 412.758, 412.758, 412.957, 412.957, 412.956
412.978, 412.978, 412.978, 413.188, 413.194, 413.171
413.219, 413.219, 413.219, 413.438, 413.434, 413.389
413.461, 413.461, 413.461, 413.663, 413.66, 413.625
413.686, 413.686, 413.687, 413.909, 413.897, 413.852
413.934, 413.934, 413.934, 414.152, 414.152, 414.103
414.181, 414.182, 414.182, 414.397, 414.397, 414.359
414.419, 414.419, 414.421, 414.631, 414.632, 414.583
414.656, 414.656, 414.656, 414.867, 414.867, 414.832
414.888, 414.888, 414.889, 415.117, 415.099, 415.052
415.138, 415.138, 415.14, 415.356, 415.356, 415.315
415.39, 415.39, 415.403, 415.603, 415.598, 415.601
415.632, 415.636, 415.639, 415.845, 415.848, 415.805
415.87, 415.87, 415.882, 416.074, 416.074, 416.07
416.098, 416.098, 416.098, 416.308, 416.31, 416.267
416.332, 416.332, 416.332, 416.546, 416.54, 416.489
416.572, 416.572, 416.572, 416.808, 416.8, 416.75
416.83, 416.83, 416.83, 417.045, 417.054, 416.995
417.076, 417.076, 417.076, 417.295, 417.291, 417.247
417.319, 417.319, 417.319, 417.541, 417.525, 417.478
417.562, 417.562, 417.562, 417.777, 417.777, 417.734
417.805, 417.806, 417.809, 418.037, 418.044, 417.981
418.069, 418.069, 418.08, 418.304, 418.308, 418.286
418.333, 418.333, 418.346, 418.561, 418.561, 418.54
418.592, 418.592, 418.604, 418.799, 418.803, 418.792
418.828, 418.828, 418.828, 419.041, 419.043, 418.996
419.065, 419.065, 419.065, 419.286, 419.284, 419.228
419.308, 419.308, 419.309, 419.538, 419.538, 419.482
419.564, 419.564, 419.565, 419.775, 419.777, 419.734
419.8, 419.8, 419.803, 420.02, 420.009, 419.968
420.053, 420.053, 420.067, 420.262, 420.262, 420.262
420.286, 420.286, 420.286, 420.498, 420.498, 420.451
420.521, 420.521, 420.521, 420.741, 420.738, 420.687
420.767, 420.767, 420.769, 420.977, 420.978, 420.94
421, 421, 421, 421.211, 421.209, 421.158
421.232, 421.232, 421.233, 421.44, 421.44, 421.394
421.465, 421.465, 421.465, 421.679, 421.68, 421.631
421.701, 421.701, 421.703, 421.912, 421.912, 421.867
421.935, 421.935, 421.936, 422.142, 422.152, 422.102
422.184, 422.185, 422.185, 422.415, 422.409, 422.358
422.446, 422.446, 422.464, 422.657, 422.659, 422.652
422.696, 422.699, 422.7, 422.895, 422.909, 422.863
422.935, 422.935, 422.949, 423.141, 423.144, 423.134
423.166, 423.166, 423.166, 423.369, 423.378, 423.378
423.399, 423.399, 423.4, 423.594, 423.594, 423.599
423.643, 423.643, 423.643, 423.847, 423.853, 423.847
423.875, 423.875, 423.875, 424.117, 424.115, 424.076
424.142, 424.142, 424.143, 424.339, 424.337, 424.339
424.362, 424.362, 424.363, 424.554, 424.557, 424.557
424.579, 424.579, 424.58, 424.778, 424.777, 424.777
424.803, 424.804, 424.804, 424.997, 424.997, 425
425.021, 425.021, 425.022, 425.255, 425.256, 425.214
425.278, 425.278, 425.278, 425.612, 425.609, 425.516
425.637, 425.637, 425.637, 425.929, 425.917, 425.888
425.951, 425.951, 425.951, 426.198, 426.213, 426.143
426.241, 426.241, 426.243, 426.441, 426.481, 426.448
426.507, 426.507, 426.507, 426.704, 426.745, 426.704
426.767, 426.767, 426.768, 426.964, 426.966, 426.966
426.989, 426.989, 426.989, 427.18, 427.184, 427.183
427.212, 427.212, 427.213, 427.405, 427.406, 427.407
427.429, 427.429, 427.43, 427.623, 427.623, 427.623
427.649, 427.649, 427.649, 427.844, 427.846, 427.844
427.867, 427.867, 427.867, 428.061, 428.061, 428.061
428.084, 428.084, 428.084, 428.277, 428.28, 428.279
428.304, 428.304, 428.304, 428.51, 428.509, 428.501
428.531, 428.531, 428.531, 428.744, 428.745, 428.757
428.777, 428.777, 428.778, 428.991, 428.993, 428.992
429.018, 429.018, 429.018, 429.278, 429.274, 429.228
429.299, 429.299, 429.299, 429.506, 429.506, 429.506
429.528, 429.528, 429.529, 429.694, 429.696, 429.694
429.719, 429.719, 429.719, 429.881, 429.881, 429.88
429.903, 429.903, 429.903, 430.063, 430.074, 430.068
430.096, 430.096, 430.096, 430.271, 430.279, 430.286
430.312, 430.312, 430.312, 430.475, 430.48, 430.477
430.5, 430.5, 430.501, 430.689, 430.689, 430.689
430.722, 430.722, 430.722, 430.89, 430.89, 430.89
430.913, 430.913, 430.913, 431.077, 431.077, 431.076
431.099, 431.099, 431.099, 431.263, 431.263, 431.263
431.287, 431.288, 431.288, 431.457, 431.457, 431.459
431.481, 431.481, 431.481, 431.646, 431.649, 431.646
431.67, 431.67, 431.67, 431.838, 431.843, 431.838
431.868, 431.868, 431.868, 432.028, 432.028, 432.031
432.054, 432.054, 432.055, 432.216, 432.217, 432.219
432.241, 432.241, 432.241, 432.408, 432.405, 432.406
432.433, 432.433, 432.433, 432.592, 432.592, 432.592
432.615, 432.615, 432.615, 432.786, 432.788, 432.779
432.809, 432.809, 432.811, 432.973, 432.973, 432.973
432.998, 432.998, 432.998, 433.155, 433.16, 433.16
433.182, 433.182, 433.182, 433.397, 433.398, 433.35
433.419, 433.419, 433.419, 433.641, 433.632, 433.583
433.665, 433.665, 433.666, 433.88, 433.883, 433.825
433.904, 433.904, 433.904, 434.115, 434.115, 434.067
434.139, 434.139, 434.139, 434.374, 434.374, 434.319
434.397, 434.397, 434.397, 434.613, 434.606, 434.564
434.633, 434.633, 434.633, 434.844, 434.852, 434.798
434.876, 434.876, 434.876, 435.095, 435.095, 435.043
435.116, 435.116, 435.117, 435.331, 435.33, 435.281
435.353, 435.353, 435.354, 435.563, 435.57, 435.514
435.593, 435.593, 435.593, 435.807, 435.807, 435.761
435.836, 435.836, 435.839, 436.051, 436.048, 436.001
436.072, 436.072, 436.084, 436.281, 436.281, 436.28
436.308, 436.308, 436.308, 436.517, 436.523, 436.466
436.545, 436.545, 436.545, 436.761, 436.762, 436.714
436.786, 436.784, 436.79, 436.996, 436.993, 436.954
437.02, 437.02, 437.021, 437.232, 437.235, 437.187
437.256, 437.256, 437.256, 437.471, 437.473, 437.422
437.508, 437.508, 437.512, 437.742, 437.73, 437.69
437.764, 437.764, 437.764, 437.977, 437.978, 437.93
437.999, 437.999, 437.999, 438.234, 438.218, 438.165
438.262, 438.262, 438.262, 438.481, 438.484, 438.433
438.506, 438.506, 438.506, 438.723, 438.723, 438.676
438.745, 438.745, 438.745, 438.954, 438.957, 438.911
438.983, 438.983, 438.983, 439.198, 439.198, 439.153
439.22, 439.22, 439.22, 439.432, 439.432, 439.386
439.455, 439.455, 439.455, 439.671, 439.671, 439.621
439.697, 439.697, 439.698, 439.915, 439.913, 439.913
439.938, 439.938, 439.938, 440.159, 440.159, 440.159
440.182, 440.182, 440.182, 440.398, 440.398, 440.398
440.425, 440.425, 440.426, 440.637, 440.653, 440.643
440.675, 440.675, 440.675, 440.887, 440.887, 440.898
440.922, 440.922, 440.922, 441.143, 441.14, 441.145
441.167, 441.167, 441.167, 441.382, 441.385, 441.382
441.406, 441.406, 441.408, 441.627, 441.627, 441.629
441.653, 441.653, 441.654, 441.864, 441.871, 441.867
441.892, 441.892, 441.892, 442.107, 442.107, 442.123
442.145, 442.145, 442.145, 442.378, 442.379, 442.377
442.404, 442.404, 442.404, 442.621, 442.613, 442.649
442.672, 442.672, 442.672, 442.889, 442.894, 442.887
442.915, 442.915, 442.915, 443.127, 443.143, 443.137
443.167, 443.167, 443.168, 443.385, 443.389, 443.385
443.411, 443.411, 443.411, 443.629, 443.627, 443.621
443.65, 443.65, 443.65, 443.816, 443.816, 443.826
443.851, 443.851, 443.851, 444.019, 444.019, 444.019
444.042, 444.042, 444.042, 444.203, 444.203, 444.203
444.224, 444.224, 444.224, 444.385, 444.391, 444.393
444.416, 444.416, 444.416, 444.58, 444.629, 444.59
444.651, 444.651, 444.651, 444.807, 444.82, 444.847
444.872, 444.872, 444.872, 445.042, 445.042, 445.042
445.064, 445.064, 445.064, 445.229, 445.229, 445.229
445.251, 445.252, 445.252, 445.416, 445.416, 445.416
445.441, 445.441, 445.441, 445.616, 445.61, 445.61
445.639, 445.639, 445.639, 445.801, 445.801, 445.801
445.824, 445.824, 445.824, 445.986, 445.986, 445.986
446.012, 446.012, 446.013, 446.187, 446.19, 446.186
446.213, 446.213, 446.216, 446.39, 446.39, 446.39
446.412, 446.412, 446.412, 446.575, 446.575, 446.575
446.601, 446.601, 446.601, 446.764, 446.764, 446.764
446.786, 446.786, 446.787, 446.961, 446.959, 446.946
446.983, 446.983, 446.984, 447.148, 447.148, 447.148
447.173, 447.173, 447.173, 447.337, 447.344, 447.34
447.365, 447.365, 447.366, 447.535, 447.523, 447.523
447.559, 447.559, 447.559, 447.725, 447.725, 447.722
447.747, 447.747, 447.747, 447.904, 447.908, 447.912
447.933, 447.933, 447.933, 448.1, 448.094, 448.094
448.124, 448.124, 448.124, 448.284, 448.297, 448.286
448.318, 448.318, 448.318, 448.479, 448.478, 448.473
448.5, 448.5, 448.501, 448.665, 448.665, 448.665
448.69, 448.69, 448.69, 448.845, 448.847, 448.85
448.871, 448.871, 448.872, 449.023, 449.023, 449.026
449.047, 449.047, 449.047, 449.211, 449.211, 449.21
449.236, 449.236, 449.237, 449.409, 449.395, 449.396
449.431, 449.431, 449.431, 449.588, 449.588, 449.591
449.612, 449.612, 449.613, 449.783, 449.776, 449.776
449.807, 449.807, 449.807, 449.973, 449.973, 449.973
449.995, 449.995, 449.996, 450.159, 450.159, 450.159
450.19, 450.19, 450.19, 450.357, 450.357, 450.357
450.382, 450.382, 450.383, 450.54, 450.55, 450.542
450.572, 450.572, 450.572, 450.736, 450.743, 450.732
450.766, 450.766, 450.767, 450.947, 450.955, 450.936
450.979, 450.981, 450.983, 451.147, 451.147, 451.179
451.201, 451.201, 451.202, 451.365, 451.363, 451.363
451.396, 451.396, 451.396, 451.569, 451.565, 451.569
451.591, 451.591, 451.591, 451.758, 451.758, 451.758
451.793, 451.795, 451.795, 451.969, 451.978, 451.962
