X_matrix
0.0000000000000000e+00
0.0000000000000000e+00
8.0000000000000004e-01
8.0000000000000004e-01
0.0000000000000000e+00
0.0000000000000000e+00
0.0000000000000000e+00
0.0000000000000000e+00
0.0000000000000000e+00
0.0000000000000000e+00
0.0000000000000000e+00
8.0000000000000004e-01
8.0000000000000004e-01
0.0000000000000000e+00
0.0000000000000000e+00
0.0000000000000000e+00
0.0000000000000000e+00
0.0000000000000000e+00
4.9999999999999996e-02
4.9990001999600013e-02
8.0000000000000004e-01
8.0000000000000004e-01
4.9990001999600006e-02
4.9990001999599901e-17
4.9990001999599890e-33
0.0000000000000000e+00
-9.9980003999827760e-06
9.9999999999999992e-02
9.9987490253388336e-02
8.0000000000000004e-01
8.0000000000000004e-01
9.9987490253388309e-02
9.9987490253388108e-17
9.9987490253388083e-33
0.0000000000000000e+00
-1.2509746611660615e-05
1.4999999999999999e-01
1.4998998374887024e-01
8.0000000000000004e-01
8.0000000000000004e-01
1.4998998374887021e-01
1.4998998374886986e-16
1.4998998374886987e-32
0.0000000000000000e+00
-1.0016251129767379e-05
1.9999999999999998e-01
1.9998998000100160e-01
8.0000000000000004e-01
8.0000000000000004e-01
1.9998998000100154e-01
1.9998998000100111e-16
1.9998998000100113e-32
0.0000000000000000e+00
-1.0019998998395536e-05
2.5000000000000000e-01
2.4998997500100228e-01
8.0000000000000004e-01
8.0000000000000004e-01
2.4998997500100226e-01
2.4998997500100175e-16
2.4998997500100168e-32
0.0000000000000000e+00
-1.0024998997713841e-05
2.9999999999999999e-01
2.9998997000100264e-01
8.0000000000000004e-01
8.0000000000000004e-01
2.9998997000100258e-01
2.9998997000100193e-16
2.9998997000100184e-32
0.0000000000000000e+00
-1.0029998997342364e-05
3.4999999999999998e-01
3.4998996500100304e-01
8.0000000000000004e-01
8.0000000000000004e-01
3.4998996500100299e-01
3.4998996500100225e-16
3.4998996500100217e-32
0.0000000000000000e+00
-1.0034998996943212e-05
3.9999999999999997e-01
3.9998996000100373e-01
8.0000000000000004e-01
8.0000000000000004e-01
3.9998996000100367e-01
3.9998996000100286e-16
3.9998996000100283e-32
0.0000000000000000e+00
-1.0039998996210994e-05
4.5000000000000001e-01
4.4998995500100403e-01
8.0000000000000004e-01
8.0000000000000004e-01
4.4998995500100397e-01
4.4998995500100299e-16
4.4998995500100294e-32
0.0000000000000000e+00
-1.0044998995978349e-05
5.0000000000000000e-01
4.9998995000100432e-01
8.0000000000000004e-01
8.0000000000000004e-01
4.9998995000100416e-01
4.9998995000100311e-16
4.9998995000100305e-32
0.0000000000000000e+00
-1.0049998995690192e-05
5.5000000000000004e-01
5.4998994500100473e-01
8.0000000000000004e-01
8.0000000000000004e-01
5.4998994500100462e-01
5.4998994500100353e-16
5.4998994500100349e-32
0.0000000000000000e+00
-1.0054998995291041e-05
5.9999999999999998e-01
5.9998994000100547e-01
8.0000000000000004e-01
8.0000000000000004e-01
5.9998994000100536e-01
5.9998994000100395e-16
5.9998994000100392e-32
0.0000000000000000e+00
-1.0059998994558822e-05
6.5000000000000002e-01
6.4998993500100544e-01
8.0000000000000004e-01
8.0000000000000004e-01
6.4998993500100533e-01
6.4998993500100387e-16
6.4998993500100382e-32
0.0000000000000000e+00
-1.0064998994603678e-05
6.9999999999999996e-01
6.9998993000100584e-01
8.0000000000000004e-01
8.0000000000000004e-01
6.9998993000100573e-01
6.9998993000100419e-16
6.9998993000100414e-32
0.0000000000000000e+00
-1.0069998994093504e-05
7.5000000000000000e-01
7.4998992500100636e-01
8.0000000000000004e-01
8.0000000000000004e-01
7.4998992500100625e-01
7.4998992500100471e-16
7.4998992500100458e-32
0.0000000000000000e+00
-1.0074998993583331e-05
7.9999999999999993e-01
7.9998992000100677e-01
8.0000000000000004e-01
8.0000000000000004e-01
7.9998992000100655e-01
7.9998992000100483e-16
7.9998992000100469e-32
0.0000000000000000e+00
-1.0079998993184152e-05
8.4999999999999998e-01
8.4998991500100740e-01
8.0000000000000004e-01
8.0000000000000004e-01
8.4998991500100740e-01
8.4998991500100565e-16
8.4998991500100557e-32
0.0000000000000000e+00
-1.0084998992562956e-05
9.0000000000000002e-01
8.9998991000100759e-01
8.0000000000000004e-01
8.0000000000000004e-01
8.9998991000100748e-01
8.9998991000100567e-16
8.9998991000100568e-32
0.0000000000000000e+00
-1.0089998992385822e-05
9.4999999999999996e-01
9.4998990500100855e-01
8.0000000000000004e-01
8.0000000000000004e-01
9.4998990500100833e-01
9.4998990500100629e-16
9.4998990500100623e-32
0.0000000000000000e+00
-1.0094998991431558e-05
1.0000000000000000e+00
9.9998990000100840e-01
8.0000000000000004e-01
8.0000000000000004e-01
9.9998990000100829e-01
9.9998990000100631e-16
9.9998990000100623e-32
0.0000000000000000e+00
-1.0099998991587491e-05
1.0499999999999998e+00
1.0499898950010094e+00
8.0000000000000004e-01
8.0000000000000004e-01
1.0499898950010091e+00
1.0499898950010069e-15
1.0499898950010068e-31
0.0000000000000000e+00
-1.0104998990411156e-05
1.1000000000000001e+00
1.0999898900010103e+00
8.0000000000000004e-01
8.0000000000000004e-01
1.0999898900010103e+00
1.0999898900010079e-15
1.0999898900010078e-31
0.0000000000000000e+00
-1.0109998989678911e-05
1.1500000000000001e+00
1.1499898850010106e+00
8.0000000000000004e-01
8.0000000000000004e-01
1.1499898850010104e+00
1.1499898850010078e-15
1.1499898850010077e-31
0.0000000000000000e+00
-1.0114998989612799e-05
1.2000000000000000e+00
1.1999898800010111e+00
8.0000000000000004e-01
8.0000000000000004e-01
1.1999898800010109e+00
1.1999898800010084e-15
1.1999898800010082e-31
0.0000000000000000e+00
-1.0119998988880580e-05
1.2500000000000000e+00
1.2499898750010108e+00
8.0000000000000004e-01
8.0000000000000004e-01
1.2499898750010106e+00
1.2499898750010078e-15
1.2499898750010077e-31
0.0000000000000000e+00
-1.0124998989258585e-05
1.3000000000000000e+00
1.2999898700010108e+00
8.0000000000000004e-01
8.0000000000000004e-01
1.2999898700010106e+00
1.2999898700010078e-15
